MGA,Full policy number,Policy Effective Date,Policy Expiration Date,Insured Name,Insured Address,Insured City,Insured State,Insured Zip,Transaction Effective Date,Transaction Expiration Date,Premium,Commission amount,Book or Process Date,Policy Type,Transaction Type,Primary/Excess Indicator,Attachment Point,CM/Occ Indicator,Risk/Location Address,Risk/Location State,Risk/Location Zip,Exposure Type,Policy Occurrence Limit,Policy Aggregate Limit,Policy Event Number,Carrier %,Broker/Agent,Broker/Agent Address,Broker/Agent City,Broker/Agent State,Broker/Agent Zip,Vehicle Number,Vehicle Type,Radius Of Use,Gross Vehicle Weight,Vehicle Make,Vehicle Model,Model Year,Vehicle Identification Number,Specialized Vehicle Type,"Vehicle Number of Seats, Seating Capacity"
Daniel Abrahamsen,ASC-2387591-00,2023-09-13,2024-09-13,GLENN TRANSPORT LLC,640 W 3RD ST,SPRINGFIELD,GA,31329-4822,2023-10-10,2024-09-13,0.01,0.0,2023-10-10,Endorsement,EN,Primary,0.0,Occurrence,640 W 3RD ST,GA,31329-4822,3.0,1000000.0,"$2,000,000",ASC-2387591-00,100.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,1XKYDP9X5GJ482439,Truck,0.91,"Extra Heavy Trucks (45,001+)",KENWORTH,T680,2016.0,1XKYDP9X5GJ482439,Truck,1-8
Daniel Abrahamsen,ASC-2387591-00,2023-09-13,2024-09-13,GLENN TRANSPORT LLC,640 W 3RD ST,SPRINGFIELD,GA,31329-4822,2023-10-10,2024-09-13,0,0.0,2023-10-10,Endorsement,EN,Primary,0.0,Occurrence,640 W 3RD ST,GA,31329-4822,3.0,1000000.0,"$2,000,000",ASC-2387591-00,100.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,1XKYDP9X5GJ482439,Truck,0.91,"Extra Heavy Trucks (45,001+)",KENWORTH,T680,2016.0,1XKYDP9X5GJ482439,Truck,1-8
Daniel Abrahamsen,ASC-2387591-00,2023-09-13,2024-09-13,GLENN TRANSPORT LLC,640 W 3RD ST,SPRINGFIELD,GA,31329-4822,2023-10-10,2024-09-13,0,0.0,2023-10-10,Endorsement,EN,Primary,0.0,Occurrence,640 W 3RD ST,GA,31329-4822,3.0,1000000.0,"$2,000,000",ASC-2387591-00,100.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,1XKYDP9X5GJ482439,Truck,0.91,"Extra Heavy Trucks (45,001+)",KENWORTH,T680,2016.0,1XKYDP9X5GJ482439,Truck,1-8
Daniel Abrahamsen,ASC-2387591-00,2023-09-13,2024-09-13,GLENN TRANSPORT LLC,640 W 3RD ST,SPRINGFIELD,GA,31329-4822,2023-10-10,2024-09-13,0,0.0,2023-10-10,Endorsement,EN,Primary,0.0,Occurrence,640 W 3RD ST,GA,31329-4822,3.0,1000000.0,"$2,000,000",ASC-2387591-00,100.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,1XKYDP9X5GJ482439,Truck,0.91,"Extra Heavy Trucks (45,001+)",KENWORTH,T680,2016.0,1XKYDP9X5GJ482439,Truck,1-8
Daniel Abrahamsen,ASC-2387591-00,2023-09-13,2024-09-13,GLENN TRANSPORT LLC,640 W 3RD ST,SPRINGFIELD,GA,31329-4822,2023-10-10,2024-09-13,0.01,0.0,2023-10-10,Endorsement,EN,Primary,0.0,Occurrence,640 W 3RD ST,GA,31329-4822,3.0,1000000.0,"$2,000,000",ASC-2387591-00,100.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,1XKADP9X5HJ145631,Truck,0.91,"Extra Heavy Trucks (45,001+)",KENWORTH,T600A,2017.0,1XKADP9X5HJ145631,Truck,1-8
Daniel Abrahamsen,ASC-2387591-00,2023-09-13,2024-09-13,GLENN TRANSPORT LLC,640 W 3RD ST,SPRINGFIELD,GA,31329-4822,2023-10-10,2024-09-13,0,0.0,2023-10-10,Endorsement,EN,Primary,0.0,Occurrence,640 W 3RD ST,GA,31329-4822,3.0,1000000.0,"$2,000,000",ASC-2387591-00,100.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,1XKADP9X5HJ145631,Truck,0.91,"Extra Heavy Trucks (45,001+)",KENWORTH,T600A,2017.0,1XKADP9X5HJ145631,Truck,1-8
Daniel Abrahamsen,ASC-2387591-00,2023-09-13,2024-09-13,GLENN TRANSPORT LLC,640 W 3RD ST,SPRINGFIELD,GA,31329-4822,2023-10-10,2024-09-13,0,0.0,2023-10-10,Endorsement,EN,Primary,0.0,Occurrence,640 W 3RD ST,GA,31329-4822,3.0,1000000.0,"$2,000,000",ASC-2387591-00,100.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,1XKADP9X5HJ145631,Truck,0.91,"Extra Heavy Trucks (45,001+)",KENWORTH,T600A,2017.0,1XKADP9X5HJ145631,Truck,1-8
Daniel Abrahamsen,ASC-2387591-00,2023-09-13,2024-09-13,GLENN TRANSPORT LLC,640 W 3RD ST,SPRINGFIELD,GA,31329-4822,2023-10-10,2024-09-13,0,0.0,2023-10-10,Endorsement,EN,Primary,0.0,Occurrence,640 W 3RD ST,GA,31329-4822,3.0,1000000.0,"$2,000,000",ASC-2387591-00,100.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,1XKADP9X5HJ145631,Truck,0.91,"Extra Heavy Trucks (45,001+)",KENWORTH,T600A,2017.0,1XKADP9X5HJ145631,Truck,1-8
Daniel Abrahamsen,ASC-2387591-00,2023-09-13,2024-09-13,GLENN TRANSPORT LLC,640 W 3RD ST,SPRINGFIELD,GA,31329-4822,2023-10-10,2024-09-13,0.01,0.0,2023-10-10,Endorsement,EN,Primary,0.0,Occurrence,640 W 3RD ST,GA,31329-4822,3.0,1000000.0,"$2,000,000",ASC-2387591-00,100.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,3HSDZAPR9KN566288,Truck,0.91,"Extra Heavy Trucks (45,001+)",INT'L,LT625,2019.0,3HSDZAPR9KN566288,Truck,1-8
Daniel Abrahamsen,ASC-2387591-00,2023-09-13,2024-09-13,GLENN TRANSPORT LLC,640 W 3RD ST,SPRINGFIELD,GA,31329-4822,2023-10-10,2024-09-13,0,0.0,2023-10-10,Endorsement,EN,Primary,0.0,Occurrence,640 W 3RD ST,GA,31329-4822,3.0,1000000.0,"$2,000,000",ASC-2387591-00,100.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,3HSDZAPR9KN566288,Truck,0.91,"Extra Heavy Trucks (45,001+)",INT'L,LT625,2019.0,3HSDZAPR9KN566288,Truck,1-8
Daniel Abrahamsen,ASC-2387591-00,2023-09-13,2024-09-13,GLENN TRANSPORT LLC,640 W 3RD ST,SPRINGFIELD,GA,31329-4822,2023-10-10,2024-09-13,0,0.0,2023-10-10,Endorsement,EN,Primary,0.0,Occurrence,640 W 3RD ST,GA,31329-4822,3.0,1000000.0,"$2,000,000",ASC-2387591-00,100.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,3HSDZAPR9KN566288,Truck,0.91,"Extra Heavy Trucks (45,001+)",INT'L,LT625,2019.0,3HSDZAPR9KN566288,Truck,1-8
Daniel Abrahamsen,ASC-2387591-00,2023-09-13,2024-09-13,GLENN TRANSPORT LLC,640 W 3RD ST,SPRINGFIELD,GA,31329-4822,2023-10-10,2024-09-13,0,0.0,2023-10-10,Endorsement,EN,Primary,0.0,Occurrence,640 W 3RD ST,GA,31329-4822,3.0,1000000.0,"$2,000,000",ASC-2387591-00,100.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,3HSDZAPR9KN566288,Truck,0.91,"Extra Heavy Trucks (45,001+)",INT'L,LT625,2019.0,3HSDZAPR9KN566288,Truck,1-8
Daniel Abrahamsen,ASC-1873314-00,2023-08-23,2024-08-23,AMEX FREIGHT LLC,172 STONE OAKS DR N/A,ARNOLD,MO,63010,2023-10-10,2024-08-23,1152.53,201.69,2023-10-10,Endorsement,EN,Primary,0.0,Occurrence,172 STONE OAKS DR N/A,MO,63010,2.0,1000000.0,"$2,000,000",ASC-1873314-00,100.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,1NPXGGGG20D321030,Truck,1.768,"Medium Trucks (10,000 - 20,000)",PETERBILT,X,2015.0,1NPXGGGG20D321030,Truck,1-8
Daniel Abrahamsen,ASC-1873314-00,2023-08-23,2024-08-23,AMEX FREIGHT LLC,172 STONE OAKS DR N/A,ARNOLD,MO,63010,2023-10-10,2024-08-23,0,0.0,2023-10-10,Endorsement,EN,Primary,0.0,Occurrence,172 STONE OAKS DR N/A,MO,63010,2.0,1000000.0,"$2,000,000",ASC-1873314-00,100.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,1NPXGGGG20D321030,Truck,1.768,"Medium Trucks (10,000 - 20,000)",PETERBILT,X,2015.0,1NPXGGGG20D321030,Truck,1-8
Daniel Abrahamsen,ASC-1873314-00,2023-08-23,2024-08-23,AMEX FREIGHT LLC,172 STONE OAKS DR N/A,ARNOLD,MO,63010,2023-10-10,2024-08-23,0,0.0,2023-10-10,Endorsement,EN,Primary,0.0,Occurrence,172 STONE OAKS DR N/A,MO,63010,2.0,1000000.0,"$2,000,000",ASC-1873314-00,100.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,1NPXGGGG20D321030,Truck,1.768,"Medium Trucks (10,000 - 20,000)",PETERBILT,X,2015.0,1NPXGGGG20D321030,Truck,1-8
Daniel Abrahamsen,ASC-1873314-00,2023-08-23,2024-08-23,AMEX FREIGHT LLC,172 STONE OAKS DR N/A,ARNOLD,MO,63010,2023-10-10,2024-08-23,0,0.0,2023-10-10,Endorsement,EN,Primary,0.0,Occurrence,172 STONE OAKS DR N/A,MO,63010,2.0,1000000.0,"$2,000,000",ASC-1873314-00,100.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,1NPXGGGG20D321030,Truck,1.768,"Medium Trucks (10,000 - 20,000)",PETERBILT,X,2015.0,1NPXGGGG20D321030,Truck,1-8
Daniel Abrahamsen,ASC-1873314-00,2023-08-23,2024-08-23,AMEX FREIGHT LLC,172 STONE OAKS DR N/A,ARNOLD,MO,63010,2023-10-10,2024-08-23,1152.53,201.69,2023-10-10,Endorsement,EN,Primary,0.0,Occurrence,172 STONE OAKS DR N/A,MO,63010,2.0,1000000.0,"$2,000,000",ASC-1873314-00,100.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,1FUJHHDRXKLKP0982,Truck,1.768,"Extra Heavy Trucks (45,001+)",FREIGHTLINER,CASCADIA,2019.0,1FUJHHDRXKLKP0982,Truck,1-8
Daniel Abrahamsen,ASC-1873314-00,2023-08-23,2024-08-23,AMEX FREIGHT LLC,172 STONE OAKS DR N/A,ARNOLD,MO,63010,2023-10-10,2024-08-23,0,0.0,2023-10-10,Endorsement,EN,Primary,0.0,Occurrence,172 STONE OAKS DR N/A,MO,63010,2.0,1000000.0,"$2,000,000",ASC-1873314-00,100.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,1FUJHHDRXKLKP0982,Truck,1.768,"Extra Heavy Trucks (45,001+)",FREIGHTLINER,CASCADIA,2019.0,1FUJHHDRXKLKP0982,Truck,1-8
Daniel Abrahamsen,ASC-1873314-00,2023-08-23,2024-08-23,AMEX FREIGHT LLC,172 STONE OAKS DR N/A,ARNOLD,MO,63010,2023-10-10,2024-08-23,0,0.0,2023-10-10,Endorsement,EN,Primary,0.0,Occurrence,172 STONE OAKS DR N/A,MO,63010,2.0,1000000.0,"$2,000,000",ASC-1873314-00,100.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,1FUJHHDRXKLKP0982,Truck,1.768,"Extra Heavy Trucks (45,001+)",FREIGHTLINER,CASCADIA,2019.0,1FUJHHDRXKLKP0982,Truck,1-8
Daniel Abrahamsen,ASC-1873314-00,2023-08-23,2024-08-23,AMEX FREIGHT LLC,172 STONE OAKS DR N/A,ARNOLD,MO,63010,2023-10-10,2024-08-23,0,0.0,2023-10-10,Endorsement,EN,Primary,0.0,Occurrence,172 STONE OAKS DR N/A,MO,63010,2.0,1000000.0,"$2,000,000",ASC-1873314-00,100.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,1FUJHHDRXKLKP0982,Truck,1.768,"Extra Heavy Trucks (45,001+)",FREIGHTLINER,CASCADIA,2019.0,1FUJHHDRXKLKP0982,Truck,1-8
Daniel Abrahamsen,ASC-9404736-00,2023-08-09,2024-08-09,FORMATIC TRUCKING INC,13500 W Airport Blvd STE B PMB 1081,Sugar Land,TX,77498,2023-10-10,2024-08-09,8971.7,1570.05,2023-10-10,Endorsement,EN,Primary,0.0,Occurrence,13500 W Airport Blvd STE B PMB 1081,TX,77498,1.0,1000000.0,"$2,000,000",ASC-9404736-00,100.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,3AKJHHDR8MSMU9450,Truck,1.9375,"Extra Heavy Trucks (45,001+)",FREIGHTLINER,CASCADIA,2021.0,3AKJHHDR8MSMU9450,Truck,1-8
Daniel Abrahamsen,ASC-9404736-00,2023-08-09,2024-08-09,FORMATIC TRUCKING INC,13500 W Airport Blvd STE B PMB 1081,Sugar Land,TX,77498,2023-10-10,2024-08-09,0,0.0,2023-10-10,Endorsement,EN,Primary,0.0,Occurrence,13500 W Airport Blvd STE B PMB 1081,TX,77498,1.0,1000000.0,"$2,000,000",ASC-9404736-00,100.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,3AKJHHDR8MSMU9450,Truck,1.9375,"Extra Heavy Trucks (45,001+)",FREIGHTLINER,CASCADIA,2021.0,3AKJHHDR8MSMU9450,Truck,1-8
Daniel Abrahamsen,ASC-9404736-00,2023-08-09,2024-08-09,FORMATIC TRUCKING INC,13500 W Airport Blvd STE B PMB 1081,Sugar Land,TX,77498,2023-10-10,2024-08-09,22.58,3.95,2023-10-10,Endorsement,EN,Primary,0.0,Occurrence,13500 W Airport Blvd STE B PMB 1081,TX,77498,1.0,1000000.0,"$2,000,000",ASC-9404736-00,100.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,3AKJHHDR8MSMU9450,Truck,1.9375,"Extra Heavy Trucks (45,001+)",FREIGHTLINER,CASCADIA,2021.0,3AKJHHDR8MSMU9450,Truck,1-8
Daniel Abrahamsen,ASC-9404736-00,2023-08-09,2024-08-09,FORMATIC TRUCKING INC,13500 W Airport Blvd STE B PMB 1081,Sugar Land,TX,77498,2023-10-10,2024-08-09,0,0.0,2023-10-10,Endorsement,EN,Primary,0.0,Occurrence,13500 W Airport Blvd STE B PMB 1081,TX,77498,1.0,1000000.0,"$2,000,000",ASC-9404736-00,100.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,3AKJHHDR8MSMU9450,Truck,1.9375,"Extra Heavy Trucks (45,001+)",FREIGHTLINER,CASCADIA,2021.0,3AKJHHDR8MSMU9450,Truck,1-8
Daniel Abrahamsen,ASC-6369229-00,2023-08-30,2024-08-30,Karlene Foster,114 Blacks Cabin Way,Dallas,GA,30132,2023-10-10,2024-08-30,0,0.0,2023-10-10,Endorsement,EN,Primary,0.0,Occurrence,4401 Sarr Parkway,GA,30084,1.0,1000000.0,"$2,000,000",ASC-6369229-00,100.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,3ALACWDT5HDJF0756,Truck,1.965,"Medium Trucks (10,000 - 20,000)",FREIGHTLINER,M2 106,2017.0,3ALACWDT5HDJF0756,Truck,1-8
Daniel Abrahamsen,ASC-6369229-00,2023-08-30,2024-08-30,Karlene Foster,114 Blacks Cabin Way,Dallas,GA,30132,2023-10-10,2024-08-30,0,0.0,2023-10-10,Endorsement,EN,Primary,0.0,Occurrence,4401 Sarr Parkway,GA,30084,1.0,1000000.0,"$2,000,000",ASC-6369229-00,100.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,3ALACWDT5HDJF0756,Truck,1.965,"Medium Trucks (10,000 - 20,000)",FREIGHTLINER,M2 106,2017.0,3ALACWDT5HDJF0756,Truck,1-8
Daniel Abrahamsen,ASC-6369229-00,2023-08-30,2024-08-30,Karlene Foster,114 Blacks Cabin Way,Dallas,GA,30132,2023-10-10,2024-08-30,0,0.0,2023-10-10,Endorsement,EN,Primary,0.0,Occurrence,4401 Sarr Parkway,GA,30084,1.0,1000000.0,"$2,000,000",ASC-6369229-00,100.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,3ALACWDT5HDJF0756,Truck,1.965,"Medium Trucks (10,000 - 20,000)",FREIGHTLINER,M2 106,2017.0,3ALACWDT5HDJF0756,Truck,1-8
Daniel Abrahamsen,ASC-6369229-00,2023-08-30,2024-08-30,Karlene Foster,114 Blacks Cabin Way,Dallas,GA,30132,2023-10-10,2024-08-30,0,0.0,2023-10-10,Endorsement,EN,Primary,0.0,Occurrence,4401 Sarr Parkway,GA,30084,1.0,1000000.0,"$2,000,000",ASC-6369229-00,100.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,3ALACWDT5HDJF0756,Truck,1.965,"Medium Trucks (10,000 - 20,000)",FREIGHTLINER,M2 106,2017.0,3ALACWDT5HDJF0756,Truck,1-8
Daniel Abrahamsen,ASC-9146818-00,2023-08-30,2024-08-30,SAVVY LOGISTICS,3480 N Douglas Ave,Fresno,CA,93727,2023-09-21,2024-08-30,-601.49,-105.26,2023-09-21,Endorsement,EN,Primary,0.0,Occurrence,3480 N Douglas Ave,CA,93727,1.0,1000000.0,"$2,000,000",ASC-9146818-00,100.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,3AKJHHDR1RSVD6495,Truck,1.557,"Extra Heavy Trucks (45,001+)",FREIGHTLINER,CASCADIA,2024.0,3AKJHHDR1RSVD6495,Truck,1-8
Daniel Abrahamsen,ASC-9146818-00,2023-08-30,2024-08-30,SAVVY LOGISTICS,3480 N Douglas Ave,Fresno,CA,93727,2023-09-21,2024-08-30,0,0.0,2023-09-21,Endorsement,EN,Primary,0.0,Occurrence,3480 N Douglas Ave,CA,93727,1.0,1000000.0,"$2,000,000",ASC-9146818-00,100.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,3AKJHHDR1RSVD6495,Truck,1.557,"Extra Heavy Trucks (45,001+)",FREIGHTLINER,CASCADIA,2024.0,3AKJHHDR1RSVD6495,Truck,1-8
Daniel Abrahamsen,ASC-9146818-00,2023-08-30,2024-08-30,SAVVY LOGISTICS,3480 N Douglas Ave,Fresno,CA,93727,2023-09-21,2024-08-30,-22.40,-3.92,2023-09-21,Endorsement,EN,Primary,0.0,Occurrence,3480 N Douglas Ave,CA,93727,1.0,1000000.0,"$2,000,000",ASC-9146818-00,100.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,3AKJHHDR1RSVD6495,Truck,1.557,"Extra Heavy Trucks (45,001+)",FREIGHTLINER,CASCADIA,2024.0,3AKJHHDR1RSVD6495,Truck,1-8
Daniel Abrahamsen,ASC-9146818-00,2023-08-30,2024-08-30,SAVVY LOGISTICS,3480 N Douglas Ave,Fresno,CA,93727,2023-09-21,2024-08-30, $(4.74),-0.83,2023-09-21,Endorsement,EN,Primary,0.0,Occurrence,3480 N Douglas Ave,CA,93727,1.0,1000000.0,"$2,000,000",ASC-9146818-00,100.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,3AKJHHDR1RSVD6495,Truck,1.557,"Extra Heavy Trucks (45,001+)",FREIGHTLINER,CASCADIA,2024.0,3AKJHHDR1RSVD6495,Truck,1-8
Daniel Abrahamsen,ASC-9146818-00,2023-08-30,2024-08-30,SAVVY LOGISTICS,3480 N Douglas Ave,Fresno,CA,93727,2023-09-21,2024-08-30,-14736.54,-2578.89,2023-09-21,Endorsement,EN,Primary,0.0,Occurrence,3480 N Douglas Ave,CA,93727,1.0,1000000.0,"$2,000,000",ASC-9146818-00,100.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,3AKJHHDR5RSVE4874,Truck,1.557,"Extra Heavy Trucks (45,001+)",FREIGHTLINER,CASCADIA,2024.0,3AKJHHDR5RSVE4874,Truck,1-8
Daniel Abrahamsen,ASC-9146818-00,2023-08-30,2024-08-30,SAVVY LOGISTICS,3480 N Douglas Ave,Fresno,CA,93727,2023-09-21,2024-08-30,0,0.0,2023-09-21,Endorsement,EN,Primary,0.0,Occurrence,3480 N Douglas Ave,CA,93727,1.0,1000000.0,"$2,000,000",ASC-9146818-00,100.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,3AKJHHDR5RSVE4874,Truck,1.557,"Extra Heavy Trucks (45,001+)",FREIGHTLINER,CASCADIA,2024.0,3AKJHHDR5RSVE4874,Truck,1-8
Daniel Abrahamsen,ASC-9146818-00,2023-08-30,2024-08-30,SAVVY LOGISTICS,3480 N Douglas Ave,Fresno,CA,93727,2023-09-21,2024-08-30,-18.09,-3.17,2023-09-21,Endorsement,EN,Primary,0.0,Occurrence,3480 N Douglas Ave,CA,93727,1.0,1000000.0,"$2,000,000",ASC-9146818-00,100.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,3AKJHHDR5RSVE4874,Truck,1.557,"Extra Heavy Trucks (45,001+)",FREIGHTLINER,CASCADIA,2024.0,3AKJHHDR5RSVE4874,Truck,1-8
Daniel Abrahamsen,ASC-9146818-00,2023-08-30,2024-08-30,SAVVY LOGISTICS,3480 N Douglas Ave,Fresno,CA,93727,2023-09-21,2024-08-30,-279.34,-48.88,2023-09-21,Endorsement,EN,Primary,0.0,Occurrence,3480 N Douglas Ave,CA,93727,1.0,1000000.0,"$2,000,000",ASC-9146818-00,100.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,3AKJHHDR5RSVE4874,Truck,1.557,"Extra Heavy Trucks (45,001+)",FREIGHTLINER,CASCADIA,2024.0,3AKJHHDR5RSVE4874,Truck,1-8
Daniel Abrahamsen,ASC-8718670-00,2023-10-09,2024-10-09,WORTHY 2 TRANSPORT LLC,9363 IKE BYROM RD,AUBREY,TX,76227,2023-10-09,2024-10-09,15343.82,2685.17,2023-10-09,New Business,NB,Primary,0.0,Occurrence,9363 IKE BYROM RD,TX,76227,2.0,1000000.0,"$2,000,000",ASC-8718670-00,100.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,1FDRF3GT8PEC6480,Truck,1.435,"Medium Trucks (10,000 - 20,000)",FORD,F350,2023.0,1FDRF3GT8PEC6480,Truck,1-8
Daniel Abrahamsen,ASC-8718670-00,2023-10-09,2024-10-09,WORTHY 2 TRANSPORT LLC,9363 IKE BYROM RD,AUBREY,TX,76227,2023-10-09,2024-10-09,0,0.0,2023-10-09,New Business,NB,Primary,0.0,Occurrence,9363 IKE BYROM RD,TX,76227,2.0,1000000.0,"$2,000,000",ASC-8718670-00,100.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,1FDRF3GT8PEC6480,Truck,1.435,"Medium Trucks (10,000 - 20,000)",FORD,F350,2023.0,1FDRF3GT8PEC6480,Truck,1-8
Daniel Abrahamsen,ASC-8718670-00,2023-10-09,2024-10-09,WORTHY 2 TRANSPORT LLC,9363 IKE BYROM RD,AUBREY,TX,76227,2023-10-09,2024-10-09,88.33,15.46,2023-10-09,New Business,NB,Primary,0.0,Occurrence,9363 IKE BYROM RD,TX,76227,2.0,1000000.0,"$2,000,000",ASC-8718670-00,100.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,1FDRF3GT8PEC6480,Truck,1.435,"Medium Trucks (10,000 - 20,000)",FORD,F350,2023.0,1FDRF3GT8PEC6480,Truck,1-8
Daniel Abrahamsen,ASC-8718670-00,2023-10-09,2024-10-09,WORTHY 2 TRANSPORT LLC,9363 IKE BYROM RD,AUBREY,TX,76227,2023-10-09,2024-10-09,833.37,145.84,2023-10-09,New Business,NB,Primary,0.0,Occurrence,9363 IKE BYROM RD,TX,76227,2.0,1000000.0,"$2,000,000",ASC-8718670-00,100.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,1FDRF3GT8PEC6480,Truck,1.435,"Medium Trucks (10,000 - 20,000)",FORD,F350,2023.0,1FDRF3GT8PEC6480,Truck,1-8
Daniel Abrahamsen,ASC-8718670-00,2023-10-09,2024-10-09,WORTHY 2 TRANSPORT LLC,9363 IKE BYROM RD,AUBREY,TX,76227,2023-10-09,2024-10-09,15343.82,2685.17,2023-10-09,New Business,NB,Primary,0.0,Occurrence,9363 IKE BYROM RD,TX,76227,2.0,1000000.0,"$2,000,000",ASC-8718670-00,100.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,5KJJAEDRXCPBM9282,Truck,1.435,"Extra Heavy Trucks (45,001+)",WESTERN STAR,4900FA,2012.0,5KJJAEDRXCPBM9282,Truck,1-8
Daniel Abrahamsen,ASC-8718670-00,2023-10-09,2024-10-09,WORTHY 2 TRANSPORT LLC,9363 IKE BYROM RD,AUBREY,TX,76227,2023-10-09,2024-10-09,0,0.0,2023-10-09,New Business,NB,Primary,0.0,Occurrence,9363 IKE BYROM RD,TX,76227,2.0,1000000.0,"$2,000,000",ASC-8718670-00,100.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,5KJJAEDRXCPBM9282,Truck,1.435,"Extra Heavy Trucks (45,001+)",WESTERN STAR,4900FA,2012.0,5KJJAEDRXCPBM9282,Truck,1-8
Daniel Abrahamsen,ASC-8718670-00,2023-10-09,2024-10-09,WORTHY 2 TRANSPORT LLC,9363 IKE BYROM RD,AUBREY,TX,76227,2023-10-09,2024-10-09,88.33,15.46,2023-10-09,New Business,NB,Primary,0.0,Occurrence,9363 IKE BYROM RD,TX,76227,2.0,1000000.0,"$2,000,000",ASC-8718670-00,100.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,5KJJAEDRXCPBM9282,Truck,1.435,"Extra Heavy Trucks (45,001+)",WESTERN STAR,4900FA,2012.0,5KJJAEDRXCPBM9282,Truck,1-8
