MGA,Program Name,Issuing Company,Full policy number,Policy Effective Date,Policy Expiration Date,Insured Name,Insured Address,Insured City,Insured State,Insured Zip,Transaction Effective Date,Transaction Expiration Date,Premium,Terrorism Premium,Total Gross Premium including Terrorism,Commission amount,Net Premium,Surcharge amount,Tax Amount,Tax Type,Fee Amount,Fee Type,Payment terms,Book or Process Date,Policy Type,Transaction Type,Primary/Excess Indicator,Attachment Point,CM/Occ Indicator,Risk/Location #,Risk/Location Address,Risk/Location City,Risk/Location State,Risk/Location Zip,Risk/Location premium,Technical Price,IRPM (Individual Risk Premium Modification),Exposure Type,Exposure Amount,Policy Occurrence Limit,Policy Aggregate Limit,SIR/Deductible indicator,SIR/Deductible amount,SIR/Deductible type,NAICS or SIC Code,Annual Statement Line Code,Annual Statement Line Description,Issue Date,Policy Event Number,Carrier %,Carrier Limit,Broker/Agent,Broker/Agent Address,Broker/Agent City,Broker/Agent State,Broker/Agent Zip,Direct/Assumed,Fac?,Damage to Premises Rented to you Limit,Medical Expense Limit Included,Medical Expense Limit,Personal and Advertising Injury Limit,Products/Completed Operations Aggregate Limit,Employee Benefits Limit
Daniel Abrahamsen,,,ASC-4623410-00,15-08-2023,15-08-2024,NATIONWIDE TRANZPORT INC,581 Brighthaven Ave,El Cajon,CA,92019,11-10-2023,15-08-2024,0,,,0,,,,,,,,11-10-2023,Endorsement,EN,Primary,0,Occurrence,,581 Brighthaven Ave,,CA,92019,,,,3,,1000000,"$2,000,000",,,,,,,,ASC-4623410-00,100,,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178,,,,,,,,
Daniel Abrahamsen,,,ASC-4623410-00,15-08-2023,15-08-2024,NATIONWIDE TRANZPORT INC,581 Brighthaven Ave,El Cajon,CA,92019,11-10-2023,15-08-2024,0,,,0,,,,,,,,11-10-2023,Endorsement,EN,Primary,0,Occurrence,,581 Brighthaven Ave,,CA,92019,,,,3,,1000000,"$2,000,000",,,,,,,,ASC-4623410-00,100,,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178,,,,,,,,
Daniel Abrahamsen,,,ASC-4623410-00,15-08-2023,15-08-2024,NATIONWIDE TRANZPORT INC,581 Brighthaven Ave,El Cajon,CA,92019,11-10-2023,15-08-2024,0,,,0,,,,,,,,11-10-2023,Endorsement,EN,Primary,0,Occurrence,,581 Brighthaven Ave,,CA,92019,,,,3,,1000000,"$2,000,000",,,,,,,,ASC-4623410-00,100,,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178,,,,,,,,
Daniel Abrahamsen,,,ASC-4623410-00,15-08-2023,15-08-2024,NATIONWIDE TRANZPORT INC,581 Brighthaven Ave,El Cajon,CA,92019,11-10-2023,15-08-2024,0,,,0,,,,,,,,11-10-2023,Endorsement,EN,Primary,0,Occurrence,,581 Brighthaven Ave,,CA,92019,,,,3,,1000000,"$2,000,000",,,,,,,,ASC-4623410-00,100,,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178,,,,,,,,
Daniel Abrahamsen,,,ASC-4623410-00,15-08-2023,15-08-2024,NATIONWIDE TRANZPORT INC,581 Brighthaven Ave,El Cajon,CA,92019,11-10-2023,15-08-2024,0,,,0,,,,,,,,11-10-2023,Endorsement,EN,Primary,0,Occurrence,,581 Brighthaven Ave,,CA,92019,,,,3,,1000000,"$2,000,000",,,,,,,,ASC-4623410-00,100,,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178,,,,,,,,
Daniel Abrahamsen,,,ASC-4623410-00,15-08-2023,15-08-2024,NATIONWIDE TRANZPORT INC,581 Brighthaven Ave,El Cajon,CA,92019,11-10-2023,15-08-2024,0,,,0,,,,,,,,11-10-2023,Endorsement,EN,Primary,0,Occurrence,,581 Brighthaven Ave,,CA,92019,,,,3,,1000000,"$2,000,000",,,,,,,,ASC-4623410-00,100,,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178,,,,,,,,
Daniel Abrahamsen,,,ASC-8718670-00,09-10-2023,09-10-2024,WORTHY 2 TRANSPORT LLC,9363 IKE BYROM RD,AUBREY,TX,76227,13-10-2023,09-10-2024,0.01,,,0,,,,,,,,13-10-2023,Endorsement,EN,Primary,0,Occurrence,,9363 IKE BYROM RD,,TX,76227,,,,2,,1000000,"$2,000,000",,,,,,,,ASC-8718670-00,100,,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178,,,,,,,,
Daniel Abrahamsen,,,ASC-8718670-00,09-10-2023,09-10-2024,WORTHY 2 TRANSPORT LLC,9363 IKE BYROM RD,AUBREY,TX,76227,13-10-2023,09-10-2024,0,,,0,,,,,,,,13-10-2023,Endorsement,EN,Primary,0,Occurrence,,9363 IKE BYROM RD,,TX,76227,,,,2,,1000000,"$2,000,000",,,,,,,,ASC-8718670-00,100,,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178,,,,,,,,
Daniel Abrahamsen,,,ASC-8718670-00,09-10-2023,09-10-2024,WORTHY 2 TRANSPORT LLC,9363 IKE BYROM RD,AUBREY,TX,76227,13-10-2023,09-10-2024,-17.47,,,-3.06,,,,,,,,13-10-2023,Endorsement,EN,Primary,0,Occurrence,,9363 IKE BYROM RD,,TX,76227,,,,2,,1000000,"$2,000,000",,,,,,,,ASC-8718670-00,100,,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178,,,,,,,,
Daniel Abrahamsen,,,ASC-8718670-00,09-10-2023,09-10-2024,WORTHY 2 TRANSPORT LLC,9363 IKE BYROM RD,AUBREY,TX,76227,13-10-2023,09-10-2024,-164.86,,,-28.85,,,,,,,,13-10-2023,Endorsement,EN,Primary,0,Occurrence,,9363 IKE BYROM RD,,TX,76227,,,,2,,1000000,"$2,000,000",,,,,,,,ASC-8718670-00,100,,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178,,,,,,,,
Daniel Abrahamsen,,,ASC-8718670-00,09-10-2023,09-10-2024,WORTHY 2 TRANSPORT LLC,9363 IKE BYROM RD,AUBREY,TX,76227,13-10-2023,09-10-2024,0.01,,,0,,,,,,,,13-10-2023,Endorsement,EN,Primary,0,Occurrence,,9363 IKE BYROM RD,,TX,76227,,,,2,,1000000,"$2,000,000",,,,,,,,ASC-8718670-00,100,,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178,,,,,,,,
Daniel Abrahamsen,,,ASC-8718670-00,09-10-2023,09-10-2024,WORTHY 2 TRANSPORT LLC,9363 IKE BYROM RD,AUBREY,TX,76227,13-10-2023,09-10-2024,0,,,0,,,,,,,,13-10-2023,Endorsement,EN,Primary,0,Occurrence,,9363 IKE BYROM RD,,TX,76227,,,,2,,1000000,"$2,000,000",,,,,,,,ASC-8718670-00,100,,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178,,,,,,,,
Daniel Abrahamsen,,,ASC-8718670-00,09-10-2023,09-10-2024,WORTHY 2 TRANSPORT LLC,9363 IKE BYROM RD,AUBREY,TX,76227,13-10-2023,09-10-2024,-17.47,,,-3.06,,,,,,,,13-10-2023,Endorsement,EN,Primary,0,Occurrence,,9363 IKE BYROM RD,,TX,76227,,,,2,,1000000,"$2,000,000",,,,,,,,ASC-8718670-00,100,,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178,,,,,,,,
Daniel Abrahamsen,,,ASC-8718670-00,09-10-2023,09-10-2024,WORTHY 2 TRANSPORT LLC,9363 IKE BYROM RD,AUBREY,TX,76227,13-10-2023,09-10-2024,-164.86,,,-28.85,,,,,,,,13-10-2023,Endorsement,EN,Primary,0,Occurrence,,9363 IKE BYROM RD,,TX,76227,,,,2,,1000000,"$2,000,000",,,,,,,,ASC-8718670-00,100,,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178,,,,,,,,
Daniel Abrahamsen,,,ASC-1896212-00,15-10-2023,15-10-2024,IMAN FREIGHT LLC,103 Norton Park Dr apt 115,Whitehall,OH,43213,15-10-2023,15-10-2024,977.66,,,171.09,,,,,,,,15-10-2023,Endorsement,EN,Primary,0,Occurrence,,103 Norton Park Dr apt 115,,OH,43213,,,,1,,1000000,"$2,000,000",,,,,,,,ASC-1896212-00,100,,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178,,,,,,,,
Daniel Abrahamsen,,,ASC-1896212-00,15-10-2023,15-10-2024,IMAN FREIGHT LLC,103 Norton Park Dr apt 115,Whitehall,OH,43213,15-10-2023,15-10-2024,0,,,0,,,,,,,,15-10-2023,Endorsement,EN,Primary,0,Occurrence,,103 Norton Park Dr apt 115,,OH,43213,,,,1,,1000000,"$2,000,000",,,,,,,,ASC-1896212-00,100,,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178,,,,,,,,
Daniel Abrahamsen,,,ASC-1896212-00,15-10-2023,15-10-2024,IMAN FREIGHT LLC,103 Norton Park Dr apt 115,Whitehall,OH,43213,15-10-2023,15-10-2024,15.43,,,2.7,,,,,,,,15-10-2023,Endorsement,EN,Primary,0,Occurrence,,103 Norton Park Dr apt 115,,OH,43213,,,,1,,1000000,"$2,000,000",,,,,,,,ASC-1896212-00,100,,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178,,,,,,,,
Daniel Abrahamsen,,,ASC-1896212-00,15-10-2023,15-10-2024,IMAN FREIGHT LLC,103 Norton Park Dr apt 115,Whitehall,OH,43213,15-10-2023,15-10-2024,63.93,,,11.19,,,,,,,,15-10-2023,Endorsement,EN,Primary,0,Occurrence,,103 Norton Park Dr apt 115,,OH,43213,,,,1,,1000000,"$2,000,000",,,,,,,,ASC-1896212-00,100,,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178,,,,,,,,
Daniel Abrahamsen,,,ASC-5172511-00,12-10-2023,12-10-2024,JESTT ENTERPRISES LLC,957 RUTH AVE,DAYTON,OH,45417,12-10-2023,12-10-2024,8402.03,,,1470.36,,,,,,,,12-10-2023,New Business,NB,Primary,0,Occurrence,,957 RUTH AVE,,OH,45417,,,,1,,1000000,"$2,000,000",,,,,,,,ASC-5172511-00,100,,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178,,,,,,,,
Daniel Abrahamsen,,,ASC-5172511-00,12-10-2023,12-10-2024,JESTT ENTERPRISES LLC,957 RUTH AVE,DAYTON,OH,45417,12-10-2023,12-10-2024,0,,,0,,,,,,,,12-10-2023,New Business,NB,Primary,0,Occurrence,,957 RUTH AVE,,OH,45417,,,,1,,1000000,"$2,000,000",,,,,,,,ASC-5172511-00,100,,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178,,,,,,,,
Daniel Abrahamsen,,,ASC-5172511-00,12-10-2023,12-10-2024,JESTT ENTERPRISES LLC,957 RUTH AVE,DAYTON,OH,45417,12-10-2023,12-10-2024,42.85,,,7.5,,,,,,,,12-10-2023,New Business,NB,Primary,0,Occurrence,,957 RUTH AVE,,OH,45417,,,,1,,1000000,"$2,000,000",,,,,,,,ASC-5172511-00,100,,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178,,,,,,,,
Daniel Abrahamsen,,,ASC-5172511-00,12-10-2023,12-10-2024,JESTT ENTERPRISES LLC,957 RUTH AVE,DAYTON,OH,45417,12-10-2023,12-10-2024,174.9,,,30.61,,,,,,,,12-10-2023,New Business,NB,Primary,0,Occurrence,,957 RUTH AVE,,OH,45417,,,,1,,1000000,"$2,000,000",,,,,,,,ASC-5172511-00,100,,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178,,,,,,,,
Daniel Abrahamsen,,,ASC-6773195-00,12-10-2023,12-10-2024,AJP TRANSPORTATION AND LOGISTICS LLP,2857 REGAL CIRCLE APT J,HOOVER,AL,35216,12-10-2023,12-10-2024,9333.62,,,1633.38,,,,,,,,12-10-2023,New Business,NB,Primary,0,Occurrence,,2857 REGAL CIRCLE APT J,,AL,35216,,,,1,,1000000,"$2,000,000",,,,,,,,ASC-6773195-00,100,,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178,,,,,,,,
Daniel Abrahamsen,,,ASC-6773195-00,12-10-2023,12-10-2024,AJP TRANSPORTATION AND LOGISTICS LLP,2857 REGAL CIRCLE APT J,HOOVER,AL,35216,12-10-2023,12-10-2024,0,,,0,,,,,,,,12-10-2023,New Business,NB,Primary,0,Occurrence,,2857 REGAL CIRCLE APT J,,AL,35216,,,,1,,1000000,"$2,000,000",,,,,,,,ASC-6773195-00,100,,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178,,,,,,,,
Daniel Abrahamsen,,,ASC-6773195-00,12-10-2023,12-10-2024,AJP TRANSPORTATION AND LOGISTICS LLP,2857 REGAL CIRCLE APT J,HOOVER,AL,35216,12-10-2023,12-10-2024,100,,,17.5,,,,,,,,12-10-2023,New Business,NB,Primary,0,Occurrence,,2857 REGAL CIRCLE APT J,,AL,35216,,,,1,,1000000,"$2,000,000",,,,,,,,ASC-6773195-00,100,,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178,,,,,,,,
Daniel Abrahamsen,,,ASC-6773195-00,12-10-2023,12-10-2024,AJP TRANSPORTATION AND LOGISTICS LLP,2857 REGAL CIRCLE APT J,HOOVER,AL,35216,12-10-2023,12-10-2024,100,,,17.5,,,,,,,,12-10-2023,New Business,NB,Primary,0,Occurrence,,2857 REGAL CIRCLE APT J,,AL,35216,,,,1,,1000000,"$2,000,000",,,,,,,,ASC-6773195-00,100,,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178,,,,,,,,
Daniel Abrahamsen,,,ASC-6900041-00,10-10-2023,10-10-2024,SDA Transport & Services Inc,207 Eastwyck Circle,Decatur,GA,30032,12-10-2023,10-10-2024,0,,,0,,,,,,,,12-10-2023,Endorsement,EN,Primary,0,Occurrence,,512 S Peterson Ave Apt 3072,,GA,31533,,,,1,,1000000,"$2,000,000",,,,,,,,ASC-6900041-00,100,,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178,,,,,,,,
Daniel Abrahamsen,,,ASC-6900041-00,10-10-2023,10-10-2024,SDA Transport & Services Inc,207 Eastwyck Circle,Decatur,GA,30032,12-10-2023,10-10-2024,0,,,0,,,,,,,,12-10-2023,Endorsement,EN,Primary,0,Occurrence,,512 S Peterson Ave Apt 3072,,GA,31533,,,,1,,1000000,"$2,000,000",,,,,,,,ASC-6900041-00,100,,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178,,,,,,,,
Daniel Abrahamsen,,,ASC-6900041-00,10-10-2023,10-10-2024,SDA Transport & Services Inc,207 Eastwyck Circle,Decatur,GA,30032,12-10-2023,10-10-2024,0,,,0,,,,,,,,12-10-2023,Endorsement,EN,Primary,0,Occurrence,,512 S Peterson Ave Apt 3072,,GA,31533,,,,1,,1000000,"$2,000,000",,,,,,,,ASC-6900041-00,100,,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178,,,,,,,,
Daniel Abrahamsen,,,ASC-6900041-00,10-10-2023,10-10-2024,SDA Transport & Services Inc,207 Eastwyck Circle,Decatur,GA,30032,12-10-2023,10-10-2024,0,,,0,,,,,,,,12-10-2023,Endorsement,EN,Primary,0,Occurrence,,512 S Peterson Ave Apt 3072,,GA,31533,,,,1,,1000000,"$2,000,000",,,,,,,,ASC-6900041-00,100,,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178,,,,,,,,
Daniel Abrahamsen,,,ASC-3456088-00,12-10-2023,12-10-2024,Static Freight Lines,15945 Grevillea Street,Fontana,CA,92335,12-10-2023,12-10-2024,17147,,,3000.73,,,,,,,,12-10-2023,New Business,NB,Primary,0,Occurrence,,15945 Grevillea Street,,CA,92335,,,,1,,1000000,"$2,000,000",,,,,,,,ASC-3456088-00,100,,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178,,,,,,,,
Daniel Abrahamsen,,,ASC-3456088-00,12-10-2023,12-10-2024,Static Freight Lines,15945 Grevillea Street,Fontana,CA,92335,12-10-2023,12-10-2024,0,,,0,,,,,,,,12-10-2023,New Business,NB,Primary,0,Occurrence,,15945 Grevillea Street,,CA,92335,,,,1,,1000000,"$2,000,000",,,,,,,,ASC-3456088-00,100,,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178,,,,,,,,
Daniel Abrahamsen,,,ASC-3456088-00,12-10-2023,12-10-2024,Static Freight Lines,15945 Grevillea Street,Fontana,CA,92335,12-10-2023,12-10-2024,32.39,,,5.67,,,,,,,,12-10-2023,New Business,NB,Primary,0,Occurrence,,15945 Grevillea Street,,CA,92335,,,,1,,1000000,"$2,000,000",,,,,,,,ASC-3456088-00,100,,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178,,,,,,,,
Daniel Abrahamsen,,,ASC-3456088-00,12-10-2023,12-10-2024,Static Freight Lines,15945 Grevillea Street,Fontana,CA,92335,12-10-2023,12-10-2024,322.69,,,56.47,,,,,,,,12-10-2023,New Business,NB,Primary,0,Occurrence,,15945 Grevillea Street,,CA,92335,,,,1,,1000000,"$2,000,000",,,,,,,,ASC-3456088-00,100,,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178,,,,,,,,
Daniel Abrahamsen,,,ASC-6678457-00,01-10-2023,01-10-2024,SOLJI UNLIMITED TRANSPORTATION INC,7619 76th Way,West Palm Beach,FL,33407,13-10-2023,01-10-2024,0,,,0,,,,,,,,13-10-2023,Endorsement,EN,Primary,0,Occurrence,,7619 76th Way,,FL,33407,,,,1,,1000000,"$2,000,000",,,,,,,,ASC-6678457-00,100,,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178,,,,,,,,
Daniel Abrahamsen,,,ASC-6678457-00,01-10-2023,01-10-2024,SOLJI UNLIMITED TRANSPORTATION INC,7619 76th Way,West Palm Beach,FL,33407,13-10-2023,01-10-2024,0,,,0,,,,,,,,13-10-2023,Endorsement,EN,Primary,0,Occurrence,,7619 76th Way,,FL,33407,,,,1,,1000000,"$2,000,000",,,,,,,,ASC-6678457-00,100,,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178,,,,,,,,
Daniel Abrahamsen,,,ASC-6678457-00,01-10-2023,01-10-2024,SOLJI UNLIMITED TRANSPORTATION INC,7619 76th Way,West Palm Beach,FL,33407,13-10-2023,01-10-2024,0,,,0,,,,,,,,13-10-2023,Endorsement,EN,Primary,0,Occurrence,,7619 76th Way,,FL,33407,,,,1,,1000000,"$2,000,000",,,,,,,,ASC-6678457-00,100,,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178,,,,,,,,
Daniel Abrahamsen,,,ASC-6678457-00,01-10-2023,01-10-2024,SOLJI UNLIMITED TRANSPORTATION INC,7619 76th Way,West Palm Beach,FL,33407,13-10-2023,01-10-2024,0,,,0,,,,,,,,13-10-2023,Endorsement,EN,Primary,0,Occurrence,,7619 76th Way,,FL,33407,,,,1,,1000000,"$2,000,000",,,,,,,,ASC-6678457-00,100,,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178,,,,,,,,
Daniel Abrahamsen,,,ASC-3085726-00,12-10-2023,12-10-2024,DELIVERY PRO''S LLC,13827 Chalk Hill Pl,Riverview,FL,33579,12-10-2023,12-10-2024,16199.76,,,2834.96,,,,,,,,12-10-2023,New Business,NB,Primary,0,Occurrence,,13827 Chalk Hill Pl,,FL,33579,,,,1,,1000000,"$2,000,000",,,,,,,,ASC-3085726-00,100,,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178,,,,,,,,
Daniel Abrahamsen,,,ASC-3085726-00,12-10-2023,12-10-2024,DELIVERY PRO''S LLC,13827 Chalk Hill Pl,Riverview,FL,33579,12-10-2023,12-10-2024,370.32,,,64.81,,,,,,,,12-10-2023,New Business,NB,Primary,0,Occurrence,,13827 Chalk Hill Pl,,FL,33579,,,,1,,1000000,"$2,000,000",,,,,,,,ASC-3085726-00,100,,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178,,,,,,,,
Daniel Abrahamsen,,,ASC-3085726-00,12-10-2023,12-10-2024,DELIVERY PRO''S LLC,13827 Chalk Hill Pl,Riverview,FL,33579,12-10-2023,12-10-2024,0,,,0,,,,,,,,12-10-2023,New Business,NB,Primary,0,Occurrence,,13827 Chalk Hill Pl,,FL,33579,,,,1,,1000000,"$2,000,000",,,,,,,,ASC-3085726-00,100,,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178,,,,,,,,
Daniel Abrahamsen,,,ASC-3085726-00,12-10-2023,12-10-2024,DELIVERY PRO''S LLC,13827 Chalk Hill Pl,Riverview,FL,33579,12-10-2023,12-10-2024,0,,,0,,,,,,,,12-10-2023,New Business,NB,Primary,0,Occurrence,,13827 Chalk Hill Pl,,FL,33579,,,,1,,1000000,"$2,000,000",,,,,,,,ASC-3085726-00,100,,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178,,,,,,,,
Daniel Abrahamsen,,,ASC-7467626-00,27-09-2023,27-09-2024,KLUTCH TRANSPORT & LOGISTICS LLC,24 GOLDEN EAGLE PARKWAY,BRASELTON,GA,30517,12-10-2023,27-09-2024,-7667.44,,,-1341.8,,,,,,,,12-10-2023,Endorsement,EN,Primary,0,Occurrence,,24 GOLDEN EAGLE PARKWAY,,GA,30517,,,,1,,1000000,"$2,000,000",,,,,,,,ASC-7467626-00,100,,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178,,,,,,,,
Daniel Abrahamsen,,,ASC-7467626-00,27-09-2023,27-09-2024,KLUTCH TRANSPORT & LOGISTICS LLC,24 GOLDEN EAGLE PARKWAY,BRASELTON,GA,30517,12-10-2023,27-09-2024,0,,,0,,,,,,,,12-10-2023,Endorsement,EN,Primary,0,Occurrence,,24 GOLDEN EAGLE PARKWAY,,GA,30517,,,,1,,1000000,"$2,000,000",,,,,,,,ASC-7467626-00,100,,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178,,,,,,,,
Daniel Abrahamsen,,,ASC-7467626-00,27-09-2023,27-09-2024,KLUTCH TRANSPORT & LOGISTICS LLC,24 GOLDEN EAGLE PARKWAY,BRASELTON,GA,30517,12-10-2023,27-09-2024,-13.15,,,-2.3,,,,,,,,12-10-2023,Endorsement,EN,Primary,0,Occurrence,,24 GOLDEN EAGLE PARKWAY,,GA,30517,,,,1,,1000000,"$2,000,000",,,,,,,,ASC-7467626-00,100,,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178,,,,,,,,
Daniel Abrahamsen,,,ASC-7467626-00,27-09-2023,27-09-2024,KLUTCH TRANSPORT & LOGISTICS LLC,24 GOLDEN EAGLE PARKWAY,BRASELTON,GA,30517,12-10-2023,27-09-2024,-480.39,,,-84.07,,,,,,,,12-10-2023,Endorsement,EN,Primary,0,Occurrence,,24 GOLDEN EAGLE PARKWAY,,GA,30517,,,,1,,1000000,"$2,000,000",,,,,,,,ASC-7467626-00,100,,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178,,,,,,,,
Daniel Abrahamsen,,,ASC-7467626-00,27-09-2023,27-09-2024,KLUTCH TRANSPORT & LOGISTICS LLC,24 GOLDEN EAGLE PARKWAY,BRASELTON,GA,30517,12-10-2023,27-09-2024,7498.76,,,1312.28,,,,,,,,12-10-2023,Endorsement,EN,Primary,0,Occurrence,,24 GOLDEN EAGLE PARKWAY,,GA,30517,,,,1,,1000000,"$2,000,000",,,,,,,,ASC-7467626-00,100,,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178,,,,,,,,
Daniel Abrahamsen,,,ASC-7467626-00,27-09-2023,27-09-2024,KLUTCH TRANSPORT & LOGISTICS LLC,24 GOLDEN EAGLE PARKWAY,BRASELTON,GA,30517,12-10-2023,27-09-2024,0,,,0,,,,,,,,12-10-2023,Endorsement,EN,Primary,0,Occurrence,,24 GOLDEN EAGLE PARKWAY,,GA,30517,,,,1,,1000000,"$2,000,000",,,,,,,,ASC-7467626-00,100,,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178,,,,,,,,
Daniel Abrahamsen,,,ASC-7467626-00,27-09-2023,27-09-2024,KLUTCH TRANSPORT & LOGISTICS LLC,24 GOLDEN EAGLE PARKWAY,BRASELTON,GA,30517,12-10-2023,27-09-2024,11.07,,,1.94,,,,,,,,12-10-2023,Endorsement,EN,Primary,0,Occurrence,,24 GOLDEN EAGLE PARKWAY,,GA,30517,,,,1,,1000000,"$2,000,000",,,,,,,,ASC-7467626-00,100,,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178,,,,,,,,
Daniel Abrahamsen,,,ASC-7467626-00,27-09-2023,27-09-2024,KLUTCH TRANSPORT & LOGISTICS LLC,24 GOLDEN EAGLE PARKWAY,BRASELTON,GA,30517,12-10-2023,27-09-2024,480.39,,,84.07,,,,,,,,12-10-2023,Endorsement,EN,Primary,0,Occurrence,,24 GOLDEN EAGLE PARKWAY,,GA,30517,,,,1,,1000000,"$2,000,000",,,,,,,,ASC-7467626-00,100,,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178,,,,,,,,
Daniel Abrahamsen,,,ASC-7030377-00,12-10-2023,12-10-2024,KAI LOGISTICS LLC,405 N COLLEGE STREET,CARLISLE,PA,17013,12-10-2023,12-10-2024,11000,,,1925,,,,,,,,12-10-2023,New Business,NB,Primary,0,Occurrence,,405 N COLLEGE STREET,,PA,17013,,,,1,,1000000,"$2,000,000",,,,,,,,ASC-7030377-00,100,,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178,,,,,,,,
Daniel Abrahamsen,,,ASC-7030377-00,12-10-2023,12-10-2024,KAI LOGISTICS LLC,405 N COLLEGE STREET,CARLISLE,PA,17013,12-10-2023,12-10-2024,100,,,17.5,,,,,,,,12-10-2023,New Business,NB,Primary,0,Occurrence,,405 N COLLEGE STREET,,PA,17013,,,,1,,1000000,"$2,000,000",,,,,,,,ASC-7030377-00,100,,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178,,,,,,,,
Daniel Abrahamsen,,,ASC-7030377-00,12-10-2023,12-10-2024,KAI LOGISTICS LLC,405 N COLLEGE STREET,CARLISLE,PA,17013,12-10-2023,12-10-2024,0,,,0,,,,,,,,12-10-2023,New Business,NB,Primary,0,Occurrence,,405 N COLLEGE STREET,,PA,17013,,,,1,,1000000,"$2,000,000",,,,,,,,ASC-7030377-00,100,,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178,,,,,,,,
