,MGA,Program Name,Issuing Company,Full policy number,Policy Effective Date,Policy Expiration Date,Insured Name,Insured Address,Insured City,Insured State,Insured Zip,Transaction Effective Date,Transaction Expiration Date,Premium,Terrorism Premium,Total Gross Premium including Terrorism,Commission amount,Net Premium,Surcharge amount,Tax Amount,Tax Type,Fee Amount,Fee Type,Payment terms,Book or Process Date,Policy Type,Transaction Type,Primary/Excess Indicator,Attachment Point,CM/Occ Indicator,Risk/Location #,Risk/Location Address,Risk/Location City,Risk/Location State,Risk/Location Zip,Risk/Location premium,Technical Price,IRPM (Individual Risk Premium Modification),Exposure Type,Exposure Amount,Policy Occurrence Limit,Policy Aggregate Limit,SIR/Deductible indicator,SIR/Deductible amount,SIR/Deductible type,NAICS or SIC Code,Annual Statement Line Code,Annual Statement Line Description,Issue Date,Policy Event Number,Carrier %,Carrier Limit,Broker/Agent,Broker/Agent Address,Broker/Agent City,Broker/Agent State,Broker/Agent Zip,Direct/Assumed,Fac?,Damage to Premises Rented to you Limit,Medical Expense Limit Included,Medical Expense Limit,Personal and Advertising Injury Limit,Products/Completed Operations Aggregate Limit,Employee Benefits Limit
2184,Daniel Abrahamsen,Arrowhead ES Primary General Liability,TSIC,ASC-3089100-00,15-09-2023,15-09-2024,AMERIPRO LOGISTICS INCORPORATED,1021 WATERTON RD,SHICKSHINNY,PA,18655,03-10-2023,15-09-2024,5942.63,0.0,0,1039.96,0.0,0.0,$0.00 ,Non Admitted,$0.00 ,FALSE,Agent Statement Bill Full Pay,03-10-2023,Endorsement,EN,Primary,0.0,Occurrence,1.0,1021 WATERTON RD,HARTFORD,PA,18655,0.0,0,0.0,3,0,1000000,"$2,000,000",Deductible,25000.0,Per Occurrence,6531.0,17.1001,All Other Liability Occurrence,8/30/2023,ASC-3089100-00,100,2000000.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178,Direct,N,100000.0,NO,0.0,1000000.0,2000000.0,0.0
2185,Daniel Abrahamsen,Arrowhead ES Primary General Liability,TSIC,ASC-3089100-00,15-09-2023,15-09-2024,AMERIPRO LOGISTICS INCORPORATED,1021 WATERTON RD,SHICKSHINNY,PA,18655,03-10-2023,15-09-2024,95.08,0.0,0,16.64,0.0,0.0,$0.00 ,Non Admitted,$0.00 ,FALSE,Agent Statement Bill Full Pay,03-10-2023,Endorsement,EN,Primary,0.0,Occurrence,1.0,1021 WATERTON RD,HARTFORD,PA,18655,0.0,0,0.0,3,0,1000000,"$2,000,000",Deductible,25000.0,Per Occurrence,6531.0,17.1001,All Other Liability Occurrence,8/30/2023,ASC-3089100-00,100,2000000.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178,Direct,N,100000.0,NO,0.0,1000000.0,2000000.0,0.0
2186,Daniel Abrahamsen,Arrowhead ES Primary General Liability,TSIC,ASC-3089100-00,15-09-2023,15-09-2024,AMERIPRO LOGISTICS INCORPORATED,1021 WATERTON RD,SHICKSHINNY,PA,18655,03-10-2023,15-09-2024,0,0.0,0,0,0.0,0.0,$0.00 ,Non Admitted,$0.00 ,FALSE,Agent Statement Bill Full Pay,03-10-2023,Endorsement,EN,Primary,0.0,Occurrence,1.0,1021 WATERTON RD,HARTFORD,PA,18655,0.0,0,0.0,3,0,1000000,"$2,000,000",Deductible,25000.0,Per Occurrence,6531.0,17.1001,All Other Liability Occurrence,8/30/2023,ASC-3089100-00,100,2000000.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178,Direct,N,100000.0,NO,0.0,1000000.0,2000000.0,0.0
2187,Daniel Abrahamsen,Arrowhead ES Primary General Liability,TSIC,ASC-3089100-00,15-09-2023,15-09-2024,AMERIPRO LOGISTICS INCORPORATED,1021 WATERTON RD,SHICKSHINNY,PA,18655,03-10-2023,15-09-2024,0,0.0,0,0,0.0,0.0,$0.00 ,Non Admitted,$0.00 ,FALSE,Agent Statement Bill Full Pay,03-10-2023,Endorsement,EN,Primary,0.0,Occurrence,1.0,1021 WATERTON RD,HARTFORD,PA,18655,0.0,0,0.0,3,0,1000000,"$2,000,000",Deductible,25000.0,Per Occurrence,6531.0,17.1001,All Other Liability Occurrence,8/30/2023,ASC-3089100-00,100,2000000.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178,Direct,N,100000.0,NO,0.0,1000000.0,2000000.0,0.0
2188,Daniel Abrahamsen,Arrowhead ES Primary General Liability,TSIC,ASC-9404736-00,09-08-2023,09-08-2024,FORMATIC TRUCKING INC,13500 W Airport Blvd STE B PMB 1081,Sugar Land,TX,77498,10-10-2023,09-08-2024,-6118.55,0.0,0,-1070.75,0.0,0.0,$0.00 ,Non Admitted,$0.00 ,FALSE,Agent Statement Bill Full Pay,10-10-2023,Endorsement,EN,Primary,0.0,Occurrence,1.0,14231 FM 1464,HARTFORD,TX,77498,0.0,0,0.0,1,0,1000000,"$2,000,000",Deductible,25000.0,Per Occurrence,6531.0,17.1001,All Other Liability Occurrence,8/30/2023,ASC-9404736-00,100,2000000.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178,Direct,N,100000.0,NO,0.0,1000000.0,2000000.0,0.0
2189,Daniel Abrahamsen,Arrowhead ES Primary General Liability,TSIC,ASC-9404736-00,09-08-2023,09-08-2024,FORMATIC TRUCKING INC,13500 W Airport Blvd STE B PMB 1081,Sugar Land,TX,77498,10-10-2023,09-08-2024,0,0.0,0,0,0.0,0.0,$0.00 ,Non Admitted,$0.00 ,FALSE,Agent Statement Bill Full Pay,10-10-2023,Endorsement,EN,Primary,0.0,Occurrence,1.0,14231 FM 1464,HARTFORD,TX,77498,0.0,0,0.0,1,0,1000000,"$2,000,000",Deductible,25000.0,Per Occurrence,6531.0,17.1001,All Other Liability Occurrence,8/30/2023,ASC-9404736-00,100,2000000.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178,Direct,N,100000.0,NO,0.0,1000000.0,2000000.0,0.0
2190,Daniel Abrahamsen,Arrowhead ES Primary General Liability,TSIC,ASC-9404736-00,09-08-2023,09-08-2024,FORMATIC TRUCKING INC,13500 W Airport Blvd STE B PMB 1081,Sugar Land,TX,77498,10-10-2023,09-08-2024,-22.58,0.0,0,-3.95,0.0,0.0,$0.00 ,Non Admitted,$0.00 ,FALSE,Agent Statement Bill Full Pay,10-10-2023,Endorsement,EN,Primary,0.0,Occurrence,1.0,14231 FM 1464,HARTFORD,TX,77498,0.0,0,0.0,1,0,1000000,"$2,000,000",Deductible,25000.0,Per Occurrence,6531.0,17.1001,All Other Liability Occurrence,8/30/2023,ASC-9404736-00,100,2000000.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178,Direct,N,100000.0,NO,0.0,1000000.0,2000000.0,0.0
2191,Daniel Abrahamsen,Arrowhead ES Primary General Liability,TSIC,ASC-9404736-00,09-08-2023,09-08-2024,FORMATIC TRUCKING INC,13500 W Airport Blvd STE B PMB 1081,Sugar Land,TX,77498,10-10-2023,09-08-2024,0,0.0,0,0,0.0,0.0,$0.00 ,Non Admitted,$0.00 ,FALSE,Agent Statement Bill Full Pay,10-10-2023,Endorsement,EN,Primary,0.0,Occurrence,1.0,14231 FM 1464,HARTFORD,TX,77498,0.0,0,0.0,1,0,1000000,"$2,000,000",Deductible,25000.0,Per Occurrence,6531.0,17.1001,All Other Liability Occurrence,8/30/2023,ASC-9404736-00,100,2000000.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178,Direct,N,100000.0,NO,0.0,1000000.0,2000000.0,0.0
2192,Daniel Abrahamsen,Arrowhead ES Primary General Liability,TSIC,ASC-9404736-00,09-08-2023,09-08-2024,FORMATIC TRUCKING INC,13500 W Airport Blvd STE B PMB 1081,Sugar Land,TX,77498,11-10-2023,09-08-2024,0,0.0,0,0,0.0,0.0,$0.00 ,Non Admitted,$0.00 ,FALSE,Agent Statement Bill Full Pay,11-10-2023,Endorsement,EN,Primary,0.0,Occurrence,1.0,14231 FM 1464,HARTFORD,TX,77498,0.0,0,0.0,1,0,1000000,"$2,000,000",Deductible,25000.0,Per Occurrence,6531.0,17.1001,All Other Liability Occurrence,8/30/2023,ASC-9404736-00,100,2000000.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178,Direct,N,100000.0,NO,0.0,1000000.0,2000000.0,0.0
2193,Daniel Abrahamsen,Arrowhead ES Primary General Liability,TSIC,ASC-9404736-00,09-08-2023,09-08-2024,FORMATIC TRUCKING INC,13500 W Airport Blvd STE B PMB 1081,Sugar Land,TX,77498,11-10-2023,09-08-2024,0,0.0,0,0,0.0,0.0,$0.00 ,Non Admitted,$0.00 ,FALSE,Agent Statement Bill Full Pay,11-10-2023,Endorsement,EN,Primary,0.0,Occurrence,1.0,14231 FM 1464,HARTFORD,TX,77498,0.0,0,0.0,1,0,1000000,"$2,000,000",Deductible,25000.0,Per Occurrence,6531.0,17.1001,All Other Liability Occurrence,8/30/2023,ASC-9404736-00,100,2000000.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178,Direct,N,100000.0,NO,0.0,1000000.0,2000000.0,0.0
2194,Daniel Abrahamsen,Arrowhead ES Primary General Liability,TSIC,ASC-9404736-00,09-08-2023,09-08-2024,FORMATIC TRUCKING INC,13500 W Airport Blvd STE B PMB 1081,Sugar Land,TX,77498,11-10-2023,09-08-2024,0,0.0,0,0,0.0,0.0,$0.00 ,Non Admitted,$0.00 ,FALSE,Agent Statement Bill Full Pay,11-10-2023,Endorsement,EN,Primary,0.0,Occurrence,1.0,14231 FM 1464,HARTFORD,TX,77498,0.0,0,0.0,1,0,1000000,"$2,000,000",Deductible,25000.0,Per Occurrence,6531.0,17.1001,All Other Liability Occurrence,8/30/2023,ASC-9404736-00,100,2000000.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178,Direct,N,100000.0,NO,0.0,1000000.0,2000000.0,0.0
2195,Daniel Abrahamsen,Arrowhead ES Primary General Liability,TSIC,ASC-9404736-00,09-08-2023,09-08-2024,FORMATIC TRUCKING INC,13500 W Airport Blvd STE B PMB 1081,Sugar Land,TX,77498,11-10-2023,09-08-2024,0,0.0,0,0,0.0,0.0,$0.00 ,Non Admitted,$0.00 ,FALSE,Agent Statement Bill Full Pay,11-10-2023,Endorsement,EN,Primary,0.0,Occurrence,1.0,14231 FM 1464,HARTFORD,TX,77498,0.0,0,0.0,1,0,1000000,"$2,000,000",Deductible,25000.0,Per Occurrence,6531.0,17.1001,All Other Liability Occurrence,8/30/2023,ASC-9404736-00,100,2000000.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178,Direct,N,100000.0,NO,0.0,1000000.0,2000000.0,0.0
2196,Daniel Abrahamsen,Arrowhead ES Primary General Liability,TSIC,ASC-3685746-00,17-08-2023,17-08-2024,PACIFIC PARTNERS LOGISTICS INC,29078 Long Horn Ln,Winchester,CA,92596,10-10-2023,17-08-2024,6948.82,0.0,0,1216.04,0.0,0.0,$0.00 ,Non Admitted,$0.00 ,FALSE,Agent Statement Bill Full Pay,10-10-2023,Endorsement,EN,Primary,0.0,Occurrence,1.0,29078 Long Horn Ln,HARTFORD,CA,92596,0.0,0,0.0,1,0,1000000,"$2,000,000",Deductible,25000.0,Per Occurrence,6531.0,17.1001,All Other Liability Occurrence,8/30/2023,ASC-3685746-00,100,2000000.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178,Direct,N,100000.0,NO,0.0,1000000.0,2000000.0,0.0
2197,Daniel Abrahamsen,Arrowhead ES Primary General Liability,TSIC,ASC-3685746-00,17-08-2023,17-08-2024,PACIFIC PARTNERS LOGISTICS INC,29078 Long Horn Ln,Winchester,CA,92596,10-10-2023,17-08-2024,0,0.0,0,0,0.0,0.0,$0.00 ,Non Admitted,$0.00 ,FALSE,Agent Statement Bill Full Pay,10-10-2023,Endorsement,EN,Primary,0.0,Occurrence,1.0,29078 Long Horn Ln,HARTFORD,CA,92596,0.0,0,0.0,1,0,1000000,"$2,000,000",Deductible,25000.0,Per Occurrence,6531.0,17.1001,All Other Liability Occurrence,8/30/2023,ASC-3685746-00,100,2000000.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178,Direct,N,100000.0,NO,0.0,1000000.0,2000000.0,0.0
2198,Daniel Abrahamsen,Arrowhead ES Primary General Liability,TSIC,ASC-3685746-00,17-08-2023,17-08-2024,PACIFIC PARTNERS LOGISTICS INC,29078 Long Horn Ln,Winchester,CA,92596,10-10-2023,17-08-2024,59.58,0.0,0,10.43,0.0,0.0,$0.00 ,Non Admitted,$0.00 ,FALSE,Agent Statement Bill Full Pay,10-10-2023,Endorsement,EN,Primary,0.0,Occurrence,1.0,29078 Long Horn Ln,HARTFORD,CA,92596,0.0,0,0.0,1,0,1000000,"$2,000,000",Deductible,25000.0,Per Occurrence,6531.0,17.1001,All Other Liability Occurrence,8/30/2023,ASC-3685746-00,100,2000000.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178,Direct,N,100000.0,NO,0.0,1000000.0,2000000.0,0.0
2199,Daniel Abrahamsen,Arrowhead ES Primary General Liability,TSIC,ASC-3685746-00,17-08-2023,17-08-2024,PACIFIC PARTNERS LOGISTICS INC,29078 Long Horn Ln,Winchester,CA,92596,10-10-2023,17-08-2024,241.42,0.0,0,42.25,0.0,0.0,$0.00 ,Non Admitted,$0.00 ,FALSE,Agent Statement Bill Full Pay,10-10-2023,Endorsement,EN,Primary,0.0,Occurrence,1.0,29078 Long Horn Ln,HARTFORD,CA,92596,0.0,0,0.0,1,0,1000000,"$2,000,000",Deductible,25000.0,Per Occurrence,6531.0,17.1001,All Other Liability Occurrence,8/30/2023,ASC-3685746-00,100,2000000.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178,Direct,N,100000.0,NO,0.0,1000000.0,2000000.0,0.0
2200,Daniel Abrahamsen,Arrowhead ES Primary General Liability,TSIC,ASC-7216028-00,07-09-2023,07-09-2024,SAFIULLAH AZIZI,3610 Pacheco Blvd suite b,Martinez,CA,94553,11-10-2023,07-09-2024,0,0.0,0,0,0.0,0.0,$0.00 ,Non Admitted,$0.00 ,FALSE,Agent Statement Bill Full Pay,11-10-2023,Endorsement,EN,Primary,0.0,Occurrence,1.0,3610 Pacheco Blvd suite b,HARTFORD,CA,94553,0.0,0,0.0,1,0,1000000,"$2,000,000",Deductible,25000.0,Per Occurrence,6531.0,17.1001,All Other Liability Occurrence,8/30/2023,ASC-7216028-00,100,2000000.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178,Direct,N,100000.0,NO,0.0,1000000.0,2000000.0,0.0
2201,Daniel Abrahamsen,Arrowhead ES Primary General Liability,TSIC,ASC-7216028-00,07-09-2023,07-09-2024,SAFIULLAH AZIZI,3610 Pacheco Blvd suite b,Martinez,CA,94553,11-10-2023,07-09-2024,0,0.0,0,0,0.0,0.0,$0.00 ,Non Admitted,$0.00 ,FALSE,Agent Statement Bill Full Pay,11-10-2023,Endorsement,EN,Primary,0.0,Occurrence,1.0,3610 Pacheco Blvd suite b,HARTFORD,CA,94553,0.0,0,0.0,1,0,1000000,"$2,000,000",Deductible,25000.0,Per Occurrence,6531.0,17.1001,All Other Liability Occurrence,8/30/2023,ASC-7216028-00,100,2000000.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178,Direct,N,100000.0,NO,0.0,1000000.0,2000000.0,0.0
2202,Daniel Abrahamsen,Arrowhead ES Primary General Liability,TSIC,ASC-7216028-00,07-09-2023,07-09-2024,SAFIULLAH AZIZI,3610 Pacheco Blvd suite b,Martinez,CA,94553,11-10-2023,07-09-2024,0,0.0,0,0,0.0,0.0,$0.00 ,Non Admitted,$0.00 ,FALSE,Agent Statement Bill Full Pay,11-10-2023,Endorsement,EN,Primary,0.0,Occurrence,1.0,3610 Pacheco Blvd suite b,HARTFORD,CA,94553,0.0,0,0.0,1,0,1000000,"$2,000,000",Deductible,25000.0,Per Occurrence,6531.0,17.1001,All Other Liability Occurrence,8/30/2023,ASC-7216028-00,100,2000000.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178,Direct,N,100000.0,NO,0.0,1000000.0,2000000.0,0.0
2203,Daniel Abrahamsen,Arrowhead ES Primary General Liability,TSIC,ASC-7216028-00,07-09-2023,07-09-2024,SAFIULLAH AZIZI,3610 Pacheco Blvd suite b,Martinez,CA,94553,11-10-2023,07-09-2024,0,0.0,0,0,0.0,0.0,$0.00 ,Non Admitted,$0.00 ,FALSE,Agent Statement Bill Full Pay,11-10-2023,Endorsement,EN,Primary,0.0,Occurrence,1.0,3610 Pacheco Blvd suite b,HARTFORD,CA,94553,0.0,0,0.0,1,0,1000000,"$2,000,000",Deductible,25000.0,Per Occurrence,6531.0,17.1001,All Other Liability Occurrence,8/30/2023,ASC-7216028-00,100,2000000.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178,Direct,N,100000.0,NO,0.0,1000000.0,2000000.0,0.0
2204,Daniel Abrahamsen,Arrowhead ES Primary General Liability,TSIC,ASC-7065161-00,11-10-2023,11-10-2024,LEOS TRUCKING TX LLC,127 W DAFFODIL AVE,PHARR,TX,78577,11-10-2023,11-10-2024,11745.88,0.0,0,2055.53,0.0,0.0,$0.00 ,Non Admitted,$0.00 ,FALSE,Agent Statement Bill Full Pay,11-10-2023,New Business,NB,Primary,0.0,Occurrence,1.0,127 W DAFFODIL AVE,HARTFORD,TX,78577,0.0,0,0.0,9,0,1000000,"$2,000,000",Deductible,25000.0,Per Occurrence,6531.0,17.1001,All Other Liability Occurrence,8/30/2023,ASC-7065161-00,100,2000000.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178,Direct,N,100000.0,NO,0.0,1000000.0,2000000.0,0.0
2205,Daniel Abrahamsen,Arrowhead ES Primary General Liability,TSIC,ASC-7065161-00,11-10-2023,11-10-2024,LEOS TRUCKING TX LLC,127 W DAFFODIL AVE,PHARR,TX,78577,11-10-2023,11-10-2024,0,0.0,0,0,0.0,0.0,$0.00 ,Non Admitted,$0.00 ,FALSE,Agent Statement Bill Full Pay,11-10-2023,New Business,NB,Primary,0.0,Occurrence,1.0,127 W DAFFODIL AVE,HARTFORD,TX,78577,0.0,0,0.0,9,0,1000000,"$2,000,000",Deductible,25000.0,Per Occurrence,6531.0,17.1001,All Other Liability Occurrence,8/30/2023,ASC-7065161-00,100,2000000.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178,Direct,N,100000.0,NO,0.0,1000000.0,2000000.0,0.0
2206,Daniel Abrahamsen,Arrowhead ES Primary General Liability,TSIC,ASC-7065161-00,11-10-2023,11-10-2024,LEOS TRUCKING TX LLC,127 W DAFFODIL AVE,PHARR,TX,78577,11-10-2023,11-10-2024,128.17,0.0,0,22.43,0.0,0.0,$0.00 ,Non Admitted,$0.00 ,FALSE,Agent Statement Bill Full Pay,11-10-2023,New Business,NB,Primary,0.0,Occurrence,1.0,127 W DAFFODIL AVE,HARTFORD,TX,78577,0.0,0,0.0,9,0,1000000,"$2,000,000",Deductible,25000.0,Per Occurrence,6531.0,17.1001,All Other Liability Occurrence,8/30/2023,ASC-7065161-00,100,2000000.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178,Direct,N,100000.0,NO,0.0,1000000.0,2000000.0,0.0
2207,Daniel Abrahamsen,Arrowhead ES Primary General Liability,TSIC,ASC-7065161-00,11-10-2023,11-10-2024,LEOS TRUCKING TX LLC,127 W DAFFODIL AVE,PHARR,TX,78577,11-10-2023,11-10-2024,0,0.0,0,0,0.0,0.0,$0.00 ,Non Admitted,$0.00 ,FALSE,Agent Statement Bill Full Pay,11-10-2023,New Business,NB,Primary,0.0,Occurrence,1.0,127 W DAFFODIL AVE,HARTFORD,TX,78577,0.0,0,0.0,9,0,1000000,"$2,000,000",Deductible,25000.0,Per Occurrence,6531.0,17.1001,All Other Liability Occurrence,8/30/2023,ASC-7065161-00,100,2000000.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178,Direct,N,100000.0,NO,0.0,1000000.0,2000000.0,0.0
2208,Daniel Abrahamsen,Arrowhead ES Primary General Liability,TSIC,ASC-7065161-00,11-10-2023,11-10-2024,LEOS TRUCKING TX LLC,127 W DAFFODIL AVE,PHARR,TX,78577,11-10-2023,11-10-2024,11745.88,0.0,0,2055.53,0.0,0.0,$0.00 ,Non Admitted,$0.00 ,FALSE,Agent Statement Bill Full Pay,11-10-2023,New Business,NB,Primary,0.0,Occurrence,1.0,127 W DAFFODIL AVE,HARTFORD,TX,78577,0.0,0,0.0,9,0,1000000,"$2,000,000",Deductible,25000.0,Per Occurrence,6531.0,17.1001,All Other Liability Occurrence,8/30/2023,ASC-7065161-00,100,2000000.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178,Direct,N,100000.0,NO,0.0,1000000.0,2000000.0,0.0
2209,Daniel Abrahamsen,Arrowhead ES Primary General Liability,TSIC,ASC-7065161-00,11-10-2023,11-10-2024,LEOS TRUCKING TX LLC,127 W DAFFODIL AVE,PHARR,TX,78577,11-10-2023,11-10-2024,0,0.0,0,0,0.0,0.0,$0.00 ,Non Admitted,$0.00 ,FALSE,Agent Statement Bill Full Pay,11-10-2023,New Business,NB,Primary,0.0,Occurrence,1.0,127 W DAFFODIL AVE,HARTFORD,TX,78577,0.0,0,0.0,9,0,1000000,"$2,000,000",Deductible,25000.0,Per Occurrence,6531.0,17.1001,All Other Liability Occurrence,8/30/2023,ASC-7065161-00,100,2000000.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178,Direct,N,100000.0,NO,0.0,1000000.0,2000000.0,0.0
2210,Daniel Abrahamsen,Arrowhead ES Primary General Liability,TSIC,ASC-7065161-00,11-10-2023,11-10-2024,LEOS TRUCKING TX LLC,127 W DAFFODIL AVE,PHARR,TX,78577,11-10-2023,11-10-2024,128.17,0.0,0,22.43,0.0,0.0,$0.00 ,Non Admitted,$0.00 ,FALSE,Agent Statement Bill Full Pay,11-10-2023,New Business,NB,Primary,0.0,Occurrence,1.0,127 W DAFFODIL AVE,HARTFORD,TX,78577,0.0,0,0.0,9,0,1000000,"$2,000,000",Deductible,25000.0,Per Occurrence,6531.0,17.1001,All Other Liability Occurrence,8/30/2023,ASC-7065161-00,100,2000000.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178,Direct,N,100000.0,NO,0.0,1000000.0,2000000.0,0.0
2211,Daniel Abrahamsen,Arrowhead ES Primary General Liability,TSIC,ASC-7065161-00,11-10-2023,11-10-2024,LEOS TRUCKING TX LLC,127 W DAFFODIL AVE,PHARR,TX,78577,11-10-2023,11-10-2024,0,0.0,0,0,0.0,0.0,$0.00 ,Non Admitted,$0.00 ,FALSE,Agent Statement Bill Full Pay,11-10-2023,New Business,NB,Primary,0.0,Occurrence,1.0,127 W DAFFODIL AVE,HARTFORD,TX,78577,0.0,0,0.0,9,0,1000000,"$2,000,000",Deductible,25000.0,Per Occurrence,6531.0,17.1001,All Other Liability Occurrence,8/30/2023,ASC-7065161-00,100,2000000.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178,Direct,N,100000.0,NO,0.0,1000000.0,2000000.0,0.0
2212,Daniel Abrahamsen,Arrowhead ES Primary General Liability,TSIC,ASC-7065161-00,11-10-2023,11-10-2024,LEOS TRUCKING TX LLC,127 W DAFFODIL AVE,PHARR,TX,78577,11-10-2023,11-10-2024,11745.88,0.0,0,2055.53,0.0,0.0,$0.00 ,Non Admitted,$0.00 ,FALSE,Agent Statement Bill Full Pay,11-10-2023,New Business,NB,Primary,0.0,Occurrence,1.0,127 W DAFFODIL AVE,HARTFORD,TX,78577,0.0,0,0.0,9,0,1000000,"$2,000,000",Deductible,25000.0,Per Occurrence,6531.0,17.1001,All Other Liability Occurrence,8/30/2023,ASC-7065161-00,100,2000000.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178,Direct,N,100000.0,NO,0.0,1000000.0,2000000.0,0.0
2213,Daniel Abrahamsen,Arrowhead ES Primary General Liability,TSIC,ASC-7065161-00,11-10-2023,11-10-2024,LEOS TRUCKING TX LLC,127 W DAFFODIL AVE,PHARR,TX,78577,11-10-2023,11-10-2024,0,0.0,0,0,0.0,0.0,$0.00 ,Non Admitted,$0.00 ,FALSE,Agent Statement Bill Full Pay,11-10-2023,New Business,NB,Primary,0.0,Occurrence,1.0,127 W DAFFODIL AVE,HARTFORD,TX,78577,0.0,0,0.0,9,0,1000000,"$2,000,000",Deductible,25000.0,Per Occurrence,6531.0,17.1001,All Other Liability Occurrence,8/30/2023,ASC-7065161-00,100,2000000.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178,Direct,N,100000.0,NO,0.0,1000000.0,2000000.0,0.0
2214,Daniel Abrahamsen,Arrowhead ES Primary General Liability,TSIC,ASC-7065161-00,11-10-2023,11-10-2024,LEOS TRUCKING TX LLC,127 W DAFFODIL AVE,PHARR,TX,78577,11-10-2023,11-10-2024,128.17,0.0,0,22.43,0.0,0.0,$0.00 ,Non Admitted,$0.00 ,FALSE,Agent Statement Bill Full Pay,11-10-2023,New Business,NB,Primary,0.0,Occurrence,1.0,127 W DAFFODIL AVE,HARTFORD,TX,78577,0.0,0,0.0,9,0,1000000,"$2,000,000",Deductible,25000.0,Per Occurrence,6531.0,17.1001,All Other Liability Occurrence,8/30/2023,ASC-7065161-00,100,2000000.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178,Direct,N,100000.0,NO,0.0,1000000.0,2000000.0,0.0
2215,Daniel Abrahamsen,Arrowhead ES Primary General Liability,TSIC,ASC-7065161-00,11-10-2023,11-10-2024,LEOS TRUCKING TX LLC,127 W DAFFODIL AVE,PHARR,TX,78577,11-10-2023,11-10-2024,0,0.0,0,0,0.0,0.0,$0.00 ,Non Admitted,$0.00 ,FALSE,Agent Statement Bill Full Pay,11-10-2023,New Business,NB,Primary,0.0,Occurrence,1.0,127 W DAFFODIL AVE,HARTFORD,TX,78577,0.0,0,0.0,9,0,1000000,"$2,000,000",Deductible,25000.0,Per Occurrence,6531.0,17.1001,All Other Liability Occurrence,8/30/2023,ASC-7065161-00,100,2000000.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178,Direct,N,100000.0,NO,0.0,1000000.0,2000000.0,0.0
