,Full policy number,Expiring Policy Number,Policy Effective Date,Policy Expiration Date,Transaction Effective Date,Transaction Expiration Date,Transaction Type,Policy Type,Premium,Carrier %,Exposure Type,Policy Occurrence Limit,Policy Aggregate Limit,Attachment Point,SIR/Deductible amount,Commission amount,Risk/Location Address,Risk/Location State,Risk/Location Zip,Insured Name,Insured Address,Insured City,Insured State,Insured Zip,Broker/Agent,MGA,Broker/Agent Address,Broker/Agent City,Broker/Agent State,Broker/Agent Zip,NJ Transaction Number,Primary/Excess Indicator,CM/Occ Indicator,Radius Of Use,"Vehicle Number of Seats, Seating Capacity",Gross Vehicle Weight,Vehicle Number,Vehicle Make,Vehicle Model,Model Year,Vehicle Type
2786,ASC-8522134-00,,2023-09-03,2024-09-03,2023-10-14,2024-09-03,EN,Endorsement,0,100.0,8.0,1000000.0,"$2,000,000",0.0,,0.0,5814 ZURICH RD,TN,37167,QUALITY CARRIER TRANSPORT INC,5814 ZURICH RD,SMYRNA,TN,37167,Cover Whale Insurance Solutions Inc.,Daniel Abrahamsen,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,,Primary,Occurrence,1.3935,1-8,"Extra Heavy Trucks (45,001+)",1XKADP9X3DJ346887,KENWORTH,T660,2013.0,Truck
2787,ASC-8522134-00,,2023-09-03,2024-09-03,2023-10-14,2024-09-03,EN,Endorsement,0,100.0,8.0,1000000.0,"$2,000,000",0.0,,0.0,5814 ZURICH RD,TN,37167,QUALITY CARRIER TRANSPORT INC,5814 ZURICH RD,SMYRNA,TN,37167,Cover Whale Insurance Solutions Inc.,Daniel Abrahamsen,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,,Primary,Occurrence,1.3935,1-8,"Extra Heavy Trucks (45,001+)",1XKADP9X3DJ346887,KENWORTH,T660,2013.0,Truck
2788,ASC-8522134-00,,2023-09-03,2024-09-03,2023-10-14,2024-09-03,EN,Endorsement,-217.73,100.0,8.0,1000000.0,"$2,000,000",0.0,,-38.1,5814 ZURICH RD,TN,37167,QUALITY CARRIER TRANSPORT INC,5814 ZURICH RD,SMYRNA,TN,37167,Cover Whale Insurance Solutions Inc.,Daniel Abrahamsen,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,,Primary,Occurrence,1.3935,1-8,"Extra Heavy Trucks (45,001+)",4V4NC9TH2EN156946,VOLVO,VNL64T,2014.0,Truck
2789,ASC-8522134-00,,2023-09-03,2024-09-03,2023-10-14,2024-09-03,EN,Endorsement,0,100.0,8.0,1000000.0,"$2,000,000",0.0,,0.0,5814 ZURICH RD,TN,37167,QUALITY CARRIER TRANSPORT INC,5814 ZURICH RD,SMYRNA,TN,37167,Cover Whale Insurance Solutions Inc.,Daniel Abrahamsen,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,,Primary,Occurrence,1.3935,1-8,"Extra Heavy Trucks (45,001+)",4V4NC9TH2EN156946,VOLVO,VNL64T,2014.0,Truck
2790,ASC-8522134-00,,2023-09-03,2024-09-03,2023-10-14,2024-09-03,EN,Endorsement,0,100.0,8.0,1000000.0,"$2,000,000",0.0,,0.0,5814 ZURICH RD,TN,37167,QUALITY CARRIER TRANSPORT INC,5814 ZURICH RD,SMYRNA,TN,37167,Cover Whale Insurance Solutions Inc.,Daniel Abrahamsen,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,,Primary,Occurrence,1.3935,1-8,"Extra Heavy Trucks (45,001+)",4V4NC9TH2EN156946,VOLVO,VNL64T,2014.0,Truck
2791,ASC-8522134-00,,2023-09-03,2024-09-03,2023-10-14,2024-09-03,EN,Endorsement,0,100.0,8.0,1000000.0,"$2,000,000",0.0,,0.0,5814 ZURICH RD,TN,37167,QUALITY CARRIER TRANSPORT INC,5814 ZURICH RD,SMYRNA,TN,37167,Cover Whale Insurance Solutions Inc.,Daniel Abrahamsen,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,,Primary,Occurrence,1.3935,1-8,"Extra Heavy Trucks (45,001+)",4V4NC9TH2EN156946,VOLVO,VNL64T,2014.0,Truck
2792,ASC-8522134-00,,2023-09-03,2024-09-03,2023-10-14,2024-09-03,EN,Endorsement,-217.73,100.0,8.0,1000000.0,"$2,000,000",0.0,,-38.1,5814 ZURICH RD,TN,37167,QUALITY CARRIER TRANSPORT INC,5814 ZURICH RD,SMYRNA,TN,37167,Cover Whale Insurance Solutions Inc.,Daniel Abrahamsen,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,,Primary,Occurrence,1.3935,1-8,"Extra Heavy Trucks (45,001+)",1FUJBBCK86LU40734,FREIGHTLINER,CST120,2006.0,Truck
2793,ASC-8522134-00,,2023-09-03,2024-09-03,2023-10-14,2024-09-03,EN,Endorsement,0,100.0,8.0,1000000.0,"$2,000,000",0.0,,0.0,5814 ZURICH RD,TN,37167,QUALITY CARRIER TRANSPORT INC,5814 ZURICH RD,SMYRNA,TN,37167,Cover Whale Insurance Solutions Inc.,Daniel Abrahamsen,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,,Primary,Occurrence,1.3935,1-8,"Extra Heavy Trucks (45,001+)",1FUJBBCK86LU40734,FREIGHTLINER,CST120,2006.0,Truck
2794,ASC-8522134-00,,2023-09-03,2024-09-03,2023-10-14,2024-09-03,EN,Endorsement,0,100.0,8.0,1000000.0,"$2,000,000",0.0,,0.0,5814 ZURICH RD,TN,37167,QUALITY CARRIER TRANSPORT INC,5814 ZURICH RD,SMYRNA,TN,37167,Cover Whale Insurance Solutions Inc.,Daniel Abrahamsen,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,,Primary,Occurrence,1.3935,1-8,"Extra Heavy Trucks (45,001+)",1FUJBBCK86LU40734,FREIGHTLINER,CST120,2006.0,Truck
2795,ASC-8522134-00,,2023-09-03,2024-09-03,2023-10-14,2024-09-03,EN,Endorsement,0,100.0,8.0,1000000.0,"$2,000,000",0.0,,0.0,5814 ZURICH RD,TN,37167,QUALITY CARRIER TRANSPORT INC,5814 ZURICH RD,SMYRNA,TN,37167,Cover Whale Insurance Solutions Inc.,Daniel Abrahamsen,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,,Primary,Occurrence,1.3935,1-8,"Extra Heavy Trucks (45,001+)",1FUJBBCK86LU40734,FREIGHTLINER,CST120,2006.0,Truck
2796,ASC-8522134-00,,2023-09-03,2024-09-03,2023-10-14,2024-09-03,EN,Endorsement,-217.73,100.0,8.0,1000000.0,"$2,000,000",0.0,,-38.1,5814 ZURICH RD,TN,37167,QUALITY CARRIER TRANSPORT INC,5814 ZURICH RD,SMYRNA,TN,37167,Cover Whale Insurance Solutions Inc.,Daniel Abrahamsen,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,,Primary,Occurrence,1.3935,1-8,"Extra Heavy Trucks (45,001+)",1FUJBBCK46LV66461,FREIGHTLINER,CST120,2006.0,Truck
2797,ASC-8522134-00,,2023-09-03,2024-09-03,2023-10-14,2024-09-03,EN,Endorsement,0,100.0,8.0,1000000.0,"$2,000,000",0.0,,0.0,5814 ZURICH RD,TN,37167,QUALITY CARRIER TRANSPORT INC,5814 ZURICH RD,SMYRNA,TN,37167,Cover Whale Insurance Solutions Inc.,Daniel Abrahamsen,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,,Primary,Occurrence,1.3935,1-8,"Extra Heavy Trucks (45,001+)",1FUJBBCK46LV66461,FREIGHTLINER,CST120,2006.0,Truck
2798,ASC-8522134-00,,2023-09-03,2024-09-03,2023-10-14,2024-09-03,EN,Endorsement,0,100.0,8.0,1000000.0,"$2,000,000",0.0,,0.0,5814 ZURICH RD,TN,37167,QUALITY CARRIER TRANSPORT INC,5814 ZURICH RD,SMYRNA,TN,37167,Cover Whale Insurance Solutions Inc.,Daniel Abrahamsen,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,,Primary,Occurrence,1.3935,1-8,"Extra Heavy Trucks (45,001+)",1FUJBBCK46LV66461,FREIGHTLINER,CST120,2006.0,Truck
2799,ASC-8522134-00,,2023-09-03,2024-09-03,2023-10-14,2024-09-03,EN,Endorsement,0,100.0,8.0,1000000.0,"$2,000,000",0.0,,0.0,5814 ZURICH RD,TN,37167,QUALITY CARRIER TRANSPORT INC,5814 ZURICH RD,SMYRNA,TN,37167,Cover Whale Insurance Solutions Inc.,Daniel Abrahamsen,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,,Primary,Occurrence,1.3935,1-8,"Extra Heavy Trucks (45,001+)",1FUJBBCK46LV66461,FREIGHTLINER,CST120,2006.0,Truck
2800,ASC-4877326-00,,2023-10-13,2024-10-13,2023-10-13,2024-10-13,NB,New Business,13132.54,100.0,1.0,1000000.0,"$2,000,000",0.0,,2298.19,120 East Rich Avenue,FL,32724,FLORIDA INTERNATIONAL TRANSPORT LLC,120 East Rich Avenue,DeLand,FL,32724,Cover Whale Insurance Solutions Inc.,Daniel Abrahamsen,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,,Primary,Occurrence,1.024,1-8,"Medium Trucks (10,000 - 20,000)",3ALACVDUXFDGR7626,FREIGHTLINER,M2 106,2015.0,Truck
2801,ASC-4877326-00,,2023-10-13,2024-10-13,2023-10-13,2024-10-13,NB,New Business,307.81,100.0,1.0,1000000.0,"$2,000,000",0.0,,53.87,120 East Rich Avenue,FL,32724,FLORIDA INTERNATIONAL TRANSPORT LLC,120 East Rich Avenue,DeLand,FL,32724,Cover Whale Insurance Solutions Inc.,Daniel Abrahamsen,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,,Primary,Occurrence,1.024,1-8,"Medium Trucks (10,000 - 20,000)",3ALACVDUXFDGR7626,FREIGHTLINER,M2 106,2015.0,Truck
2802,ASC-4877326-00,,2023-10-13,2024-10-13,2023-10-13,2024-10-13,NB,New Business,0,100.0,1.0,1000000.0,"$2,000,000",0.0,,0.0,120 East Rich Avenue,FL,32724,FLORIDA INTERNATIONAL TRANSPORT LLC,120 East Rich Avenue,DeLand,FL,32724,Cover Whale Insurance Solutions Inc.,Daniel Abrahamsen,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,,Primary,Occurrence,1.024,1-8,"Medium Trucks (10,000 - 20,000)",3ALACVDUXFDGR7626,FREIGHTLINER,M2 106,2015.0,Truck
2803,ASC-4877326-00,,2023-10-13,2024-10-13,2023-10-13,2024-10-13,NB,New Business,288.94,100.0,1.0,1000000.0,"$2,000,000",0.0,,50.56,120 East Rich Avenue,FL,32724,FLORIDA INTERNATIONAL TRANSPORT LLC,120 East Rich Avenue,DeLand,FL,32724,Cover Whale Insurance Solutions Inc.,Daniel Abrahamsen,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,,Primary,Occurrence,1.024,1-8,"Medium Trucks (10,000 - 20,000)",3ALACVDUXFDGR7626,FREIGHTLINER,M2 106,2015.0,Truck
2804,ASC-3085726-00,,2023-10-12,2024-10-12,2023-10-13,2024-10-12,EN,Endorsement,-0.01,100.0,1.0,1000000.0,"$2,000,000",0.0,,0.0,13827 Chalk Hill Pl,FL,33579,DELIVERY PRO''S LLC,13827 Chalk Hill Pl,Riverview,FL,33579,Cover Whale Insurance Solutions Inc.,Daniel Abrahamsen,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,,Primary,Occurrence,1.3425,1-8,"Medium Trucks (10,000 - 20,000)",3HAEUMML6NL864188,INT'L,MV607,2022.0,Truck
2805,ASC-3085726-00,,2023-10-12,2024-10-12,2023-10-13,2024-10-12,EN,Endorsement,0,100.0,1.0,1000000.0,"$2,000,000",0.0,,0.0,13827 Chalk Hill Pl,FL,33579,DELIVERY PRO''S LLC,13827 Chalk Hill Pl,Riverview,FL,33579,Cover Whale Insurance Solutions Inc.,Daniel Abrahamsen,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,,Primary,Occurrence,1.3425,1-8,"Medium Trucks (10,000 - 20,000)",3HAEUMML6NL864188,INT'L,MV607,2022.0,Truck
2806,ASC-3085726-00,,2023-10-12,2024-10-12,2023-10-13,2024-10-12,EN,Endorsement,0,100.0,1.0,1000000.0,"$2,000,000",0.0,,0.0,13827 Chalk Hill Pl,FL,33579,DELIVERY PRO''S LLC,13827 Chalk Hill Pl,Riverview,FL,33579,Cover Whale Insurance Solutions Inc.,Daniel Abrahamsen,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,,Primary,Occurrence,1.3425,1-8,"Medium Trucks (10,000 - 20,000)",3HAEUMML6NL864188,INT'L,MV607,2022.0,Truck
2807,ASC-3085726-00,,2023-10-12,2024-10-12,2023-10-13,2024-10-12,EN,Endorsement,0,100.0,1.0,1000000.0,"$2,000,000",0.0,,0.0,13827 Chalk Hill Pl,FL,33579,DELIVERY PRO''S LLC,13827 Chalk Hill Pl,Riverview,FL,33579,Cover Whale Insurance Solutions Inc.,Daniel Abrahamsen,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,,Primary,Occurrence,1.3425,1-8,"Medium Trucks (10,000 - 20,000)",3HAEUMML6NL864188,INT'L,MV607,2022.0,Truck
2808,ASC-8304608-00,,2023-10-16,2024-10-16,2023-10-16,2024-10-16,NB,New Business,16089.87,100.0,1.0,1000000.0,"$2,000,000",0.0,,2815.73,35132 Momat Avenue,CA,92595,CME TRANSPORTATION LLC,35132 Momat Avenue,Wildomar,CA,92595,Cover Whale Insurance Solutions Inc.,Daniel Abrahamsen,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,,Primary,Occurrence,1.3305,1-8,"Medium Trucks (10,000 - 20,000)",1FVACWDT0CDBP2892,FREIGHTLINER,M2 106,2012.0,Truck
2809,ASC-8304608-00,,2023-10-16,2024-10-16,2023-10-16,2024-10-16,NB,New Business,0,100.0,1.0,1000000.0,"$2,000,000",0.0,,0.0,35132 Momat Avenue,CA,92595,CME TRANSPORTATION LLC,35132 Momat Avenue,Wildomar,CA,92595,Cover Whale Insurance Solutions Inc.,Daniel Abrahamsen,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,,Primary,Occurrence,1.3305,1-8,"Medium Trucks (10,000 - 20,000)",1FVACWDT0CDBP2892,FREIGHTLINER,M2 106,2012.0,Truck
2810,ASC-8304608-00,,2023-10-16,2024-10-16,2023-10-16,2024-10-16,NB,New Business,55.56,100.0,1.0,1000000.0,"$2,000,000",0.0,,9.72,35132 Momat Avenue,CA,92595,CME TRANSPORTATION LLC,35132 Momat Avenue,Wildomar,CA,92595,Cover Whale Insurance Solutions Inc.,Daniel Abrahamsen,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,,Primary,Occurrence,1.3305,1-8,"Medium Trucks (10,000 - 20,000)",1FVACWDT0CDBP2892,FREIGHTLINER,M2 106,2012.0,Truck
2811,ASC-8304608-00,,2023-10-16,2024-10-16,2023-10-16,2024-10-16,NB,New Business,0,100.0,1.0,1000000.0,"$2,000,000",0.0,,0.0,35132 Momat Avenue,CA,92595,CME TRANSPORTATION LLC,35132 Momat Avenue,Wildomar,CA,92595,Cover Whale Insurance Solutions Inc.,Daniel Abrahamsen,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,,Primary,Occurrence,1.3305,1-8,"Medium Trucks (10,000 - 20,000)",1FVACWDT0CDBP2892,FREIGHTLINER,M2 106,2012.0,Truck
2812,ASC-8276233-00,,2023-10-13,2024-10-13,2023-10-13,2024-10-13,NB,New Business,2497.73,100.0,1.0,1000000.0,"$2,000,000",0.0,,437.1,102 Hwy 6,TX,76437,AMERICANSTARONE LLC,16091 Southwest 305th Terrace,Homestead,FL,33033,Cover Whale Insurance Solutions Inc.,Daniel Abrahamsen,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,,Primary,Occurrence,0.53,1-8,"Medium Trucks (10,000 - 20,000)",1XPBD9X3PD854373,PETERBILT,579,2023.0,Truck
2813,ASC-8276233-00,,2023-10-13,2024-10-13,2023-10-13,2024-10-13,NB,New Business,30.8,100.0,1.0,1000000.0,"$2,000,000",0.0,,5.39,102 Hwy 6,TX,76437,AMERICANSTARONE LLC,16091 Southwest 305th Terrace,Homestead,FL,33033,Cover Whale Insurance Solutions Inc.,Daniel Abrahamsen,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,,Primary,Occurrence,0.53,1-8,"Medium Trucks (10,000 - 20,000)",1XPBD9X3PD854373,PETERBILT,579,2023.0,Truck
2814,ASC-8276233-00,,2023-10-13,2024-10-13,2023-10-13,2024-10-13,NB,New Business,0,100.0,1.0,1000000.0,"$2,000,000",0.0,,0.0,102 Hwy 6,TX,76437,AMERICANSTARONE LLC,16091 Southwest 305th Terrace,Homestead,FL,33033,Cover Whale Insurance Solutions Inc.,Daniel Abrahamsen,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,,Primary,Occurrence,0.53,1-8,"Medium Trucks (10,000 - 20,000)",1XPBD9X3PD854373,PETERBILT,579,2023.0,Truck
2815,ASC-8276233-00,,2023-10-13,2024-10-13,2023-10-13,2024-10-13,NB,New Business,0,100.0,1.0,1000000.0,"$2,000,000",0.0,,0.0,102 Hwy 6,TX,76437,AMERICANSTARONE LLC,16091 Southwest 305th Terrace,Homestead,FL,33033,Cover Whale Insurance Solutions Inc.,Daniel Abrahamsen,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,,Primary,Occurrence,0.53,1-8,"Medium Trucks (10,000 - 20,000)",1XPBD9X3PD854373,PETERBILT,579,2023.0,Truck
2816,ASC-8276233-00,,2023-10-13,2024-10-13,2023-10-14,2024-10-13,EN,Endorsement,-2490.91,100.0,1.0,1000000.0,"$2,000,000",0.0,,-435.91,102 Hwy 6,TX,76437,AMERICANSTARONE LLC,16091 Southwest 305th Terrace,Homestead,FL,33033,Cover Whale Insurance Solutions Inc.,Daniel Abrahamsen,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,,Primary,Occurrence,0.53,1-8,"Medium Trucks (10,000 - 20,000)",1XPBD9X3PD854373,PETERBILT,579,2023.0,Truck
2817,ASC-8276233-00,,2023-10-13,2024-10-13,2023-10-14,2024-10-13,EN,Endorsement,-40.24,100.0,1.0,1000000.0,"$2,000,000",0.0,,-7.04,102 Hwy 6,TX,76437,AMERICANSTARONE LLC,16091 Southwest 305th Terrace,Homestead,FL,33033,Cover Whale Insurance Solutions Inc.,Daniel Abrahamsen,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,,Primary,Occurrence,0.53,1-8,"Medium Trucks (10,000 - 20,000)",1XPBD9X3PD854373,PETERBILT,579,2023.0,Truck
2818,ASC-8276233-00,,2023-10-13,2024-10-13,2023-10-14,2024-10-13,EN,Endorsement,0,100.0,1.0,1000000.0,"$2,000,000",0.0,,0.0,102 Hwy 6,TX,76437,AMERICANSTARONE LLC,16091 Southwest 305th Terrace,Homestead,FL,33033,Cover Whale Insurance Solutions Inc.,Daniel Abrahamsen,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,,Primary,Occurrence,0.53,1-8,"Medium Trucks (10,000 - 20,000)",1XPBD9X3PD854373,PETERBILT,579,2023.0,Truck
2819,ASC-8276233-00,,2023-10-13,2024-10-13,2023-10-14,2024-10-13,EN,Endorsement,0,100.0,1.0,1000000.0,"$2,000,000",0.0,,0.0,102 Hwy 6,TX,76437,AMERICANSTARONE LLC,16091 Southwest 305th Terrace,Homestead,FL,33033,Cover Whale Insurance Solutions Inc.,Daniel Abrahamsen,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,,Primary,Occurrence,0.53,1-8,"Medium Trucks (10,000 - 20,000)",1XPBD9X3PD854373,PETERBILT,579,2023.0,Truck
2820,ASC-8276233-00,,2023-10-13,2024-10-13,2023-10-14,2024-10-13,EN,Endorsement,2490.91,100.0,1.0,1000000.0,"$2,000,000",0.0,,435.91,102 Hwy 6,TX,76437,AMERICANSTARONE LLC,16091 Southwest 305th Terrace,Homestead,FL,33033,Cover Whale Insurance Solutions Inc.,Daniel Abrahamsen,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,,Primary,Occurrence,0.53,1-8,"Medium Trucks (10,000 - 20,000)",1XPBD49X3PD854373,PETERBILT,579,2023.0,Truck
2821,ASC-8276233-00,,2023-10-13,2024-10-13,2023-10-14,2024-10-13,EN,Endorsement,40.24,100.0,1.0,1000000.0,"$2,000,000",0.0,,7.04,102 Hwy 6,TX,76437,AMERICANSTARONE LLC,16091 Southwest 305th Terrace,Homestead,FL,33033,Cover Whale Insurance Solutions Inc.,Daniel Abrahamsen,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,,Primary,Occurrence,0.53,1-8,"Medium Trucks (10,000 - 20,000)",1XPBD49X3PD854373,PETERBILT,579,2023.0,Truck
2822,ASC-8276233-00,,2023-10-13,2024-10-13,2023-10-14,2024-10-13,EN,Endorsement,0,100.0,1.0,1000000.0,"$2,000,000",0.0,,0.0,102 Hwy 6,TX,76437,AMERICANSTARONE LLC,16091 Southwest 305th Terrace,Homestead,FL,33033,Cover Whale Insurance Solutions Inc.,Daniel Abrahamsen,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,,Primary,Occurrence,0.53,1-8,"Medium Trucks (10,000 - 20,000)",1XPBD49X3PD854373,PETERBILT,579,2023.0,Truck
2823,ASC-8276233-00,,2023-10-13,2024-10-13,2023-10-14,2024-10-13,EN,Endorsement,0,100.0,1.0,1000000.0,"$2,000,000",0.0,,0.0,102 Hwy 6,TX,76437,AMERICANSTARONE LLC,16091 Southwest 305th Terrace,Homestead,FL,33033,Cover Whale Insurance Solutions Inc.,Daniel Abrahamsen,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,,Primary,Occurrence,0.53,1-8,"Medium Trucks (10,000 - 20,000)",1XPBD49X3PD854373,PETERBILT,579,2023.0,Truck
2824,ASC-7281930-00,,2023-09-07,2024-09-07,2023-10-14,2024-09-07,EN,Endorsement,4588.93,100.0,3.0,1000000.0,"$2,000,000",0.0,,803.06,120 E Jersey Street,NJ,07206,AVN CARGO INC,120 E Jersey Street,Elizabeth,NJ,07206,Cover Whale Insurance Solutions Inc.,Daniel Abrahamsen,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,,Primary,Occurrence,1.47,1-8,"Extra Heavy Trucks (45,001+)",4V4NC9EH2KN210285,VOLVO,VNL64T,2019.0,Truck
2825,ASC-7281930-00,,2023-09-07,2024-09-07,2023-10-14,2024-09-07,EN,Endorsement,0,100.0,3.0,1000000.0,"$2,000,000",0.0,,0.0,120 E Jersey Street,NJ,07206,AVN CARGO INC,120 E Jersey Street,Elizabeth,NJ,07206,Cover Whale Insurance Solutions Inc.,Daniel Abrahamsen,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,,Primary,Occurrence,1.47,1-8,"Extra Heavy Trucks (45,001+)",4V4NC9EH2KN210285,VOLVO,VNL64T,2019.0,Truck
2826,ASC-7281930-00,,2023-09-07,2024-09-07,2023-10-14,2024-09-07,EN,Endorsement,0,100.0,3.0,1000000.0,"$2,000,000",0.0,,0.0,120 E Jersey Street,NJ,07206,AVN CARGO INC,120 E Jersey Street,Elizabeth,NJ,07206,Cover Whale Insurance Solutions Inc.,Daniel Abrahamsen,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,,Primary,Occurrence,1.47,1-8,"Extra Heavy Trucks (45,001+)",4V4NC9EH2KN210285,VOLVO,VNL64T,2019.0,Truck
2827,ASC-7281930-00,,2023-09-07,2024-09-07,2023-10-14,2024-09-07,EN,Endorsement,0,100.0,3.0,1000000.0,"$2,000,000",0.0,,0.0,120 E Jersey Street,NJ,07206,AVN CARGO INC,120 E Jersey Street,Elizabeth,NJ,07206,Cover Whale Insurance Solutions Inc.,Daniel Abrahamsen,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,,Primary,Occurrence,1.47,1-8,"Extra Heavy Trucks (45,001+)",4V4NC9EH2KN210285,VOLVO,VNL64T,2019.0,Truck
2828,ASC-7281930-00,,2023-09-07,2024-09-07,2023-10-14,2024-09-07,EN,Endorsement,-16471.99,100.0,3.0,1000000.0,"$2,000,000",0.0,,-2882.6,120 E Jersey Street,NJ,07206,AVN CARGO INC,120 E Jersey Street,Elizabeth,NJ,07206,Cover Whale Insurance Solutions Inc.,Daniel Abrahamsen,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,,Primary,Occurrence,1.47,1-8,"Extra Heavy Trucks (45,001+)",2HSCUSBR99C070490,INT'L,PROSTAR,2009.0,Truck
2829,ASC-7281930-00,,2023-09-07,2024-09-07,2023-10-14,2024-09-07,EN,Endorsement,-674.18,100.0,3.0,1000000.0,"$2,000,000",0.0,,-117.98,120 E Jersey Street,NJ,07206,AVN CARGO INC,120 E Jersey Street,Elizabeth,NJ,07206,Cover Whale Insurance Solutions Inc.,Daniel Abrahamsen,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,,Primary,Occurrence,1.47,1-8,"Extra Heavy Trucks (45,001+)",2HSCUSBR99C070490,INT'L,PROSTAR,2009.0,Truck
2830,ASC-7281930-00,,2023-09-07,2024-09-07,2023-10-14,2024-09-07,EN,Endorsement,0,100.0,3.0,1000000.0,"$2,000,000",0.0,,0.0,120 E Jersey Street,NJ,07206,AVN CARGO INC,120 E Jersey Street,Elizabeth,NJ,07206,Cover Whale Insurance Solutions Inc.,Daniel Abrahamsen,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,,Primary,Occurrence,1.47,1-8,"Extra Heavy Trucks (45,001+)",2HSCUSBR99C070490,INT'L,PROSTAR,2009.0,Truck
2831,ASC-7281930-00,,2023-09-07,2024-09-07,2023-10-14,2024-09-07,EN,Endorsement,-89.89,100.0,3.0,1000000.0,"$2,000,000",0.0,,-15.73,120 E Jersey Street,NJ,07206,AVN CARGO INC,120 E Jersey Street,Elizabeth,NJ,07206,Cover Whale Insurance Solutions Inc.,Daniel Abrahamsen,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,,Primary,Occurrence,1.47,1-8,"Extra Heavy Trucks (45,001+)",2HSCUSBR99C070490,INT'L,PROSTAR,2009.0,Truck
2832,ASC-7281930-00,,2023-09-07,2024-09-07,2023-10-14,2024-09-07,EN,Endorsement,-16471.99,100.0,3.0,1000000.0,"$2,000,000",0.0,,-2882.6,120 E Jersey Street,NJ,07206,AVN CARGO INC,120 E Jersey Street,Elizabeth,NJ,07206,Cover Whale Insurance Solutions Inc.,Daniel Abrahamsen,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,,Primary,Occurrence,1.47,1-8,"Extra Heavy Trucks (45,001+)",3HSDZAPR7LN840393,INT'L,LT625,2020.0,Truck
2833,ASC-7281930-00,,2023-09-07,2024-09-07,2023-10-14,2024-09-07,EN,Endorsement,-674.18,100.0,3.0,1000000.0,"$2,000,000",0.0,,-117.98,120 E Jersey Street,NJ,07206,AVN CARGO INC,120 E Jersey Street,Elizabeth,NJ,07206,Cover Whale Insurance Solutions Inc.,Daniel Abrahamsen,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,,Primary,Occurrence,1.47,1-8,"Extra Heavy Trucks (45,001+)",3HSDZAPR7LN840393,INT'L,LT625,2020.0,Truck
2834,ASC-7281930-00,,2023-09-07,2024-09-07,2023-10-14,2024-09-07,EN,Endorsement,0,100.0,3.0,1000000.0,"$2,000,000",0.0,,0.0,120 E Jersey Street,NJ,07206,AVN CARGO INC,120 E Jersey Street,Elizabeth,NJ,07206,Cover Whale Insurance Solutions Inc.,Daniel Abrahamsen,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,,Primary,Occurrence,1.47,1-8,"Extra Heavy Trucks (45,001+)",3HSDZAPR7LN840393,INT'L,LT625,2020.0,Truck
